mainly galvenokārt
marihuana marihuāna
existence eksistence
maritime piejūras
hours stundām
maps kartēs
developed attīstīja
simple vienkāršā
formed veidojas
historical vēsturisko
atmospheres gāzveida
point punkti
possible iespējamo
relating attiecībā
not nevis
distance attāluma
graduates absolventi
elections vēlēšanām
works darbojās
meeting tikšanās
streetcar tramvajs
combatant kaujās
thinking domas
behind aizmugurē
aside malā
sea jūra
connection sakarība
zinc cinka
peace mieru
largest lielākajām
connected pieslēdz
funds līdzekli
related saistītas
place norisinās
committee komiteja
completed pabeidza
1 alkaloīdi
large lielā
browser pārlūkprogrammas
direct tiešas
other otrai
temple templis
watching skatoties
there pastāvēja
firebreak stīgu
britain britānijas
independent patstāvīgu
class šķiru
forecast mākslinieka
response reaģējot
bone kaula
speak runāt
milk pienu
explain izskaidrot
new jaunai
decompose sadalās
expands izplešas
reduce samazinātu
districts novadi
emits izstaro
tibet tibetā
protection aizsardzībai
spain spānijā
changed mainījusies
christianity kristietībā
brings atnes
nickel niķeļa
palace galma
coral koraļļu
web tīmekļa
pollution piesārņojuma
establishment izveide
authority pilnvaras
descartes dekarts
members locekļu
compulsory piespiedu
aluminium alumīnija
nature dabu
england anglijā
one kāds
positively pozitīvi
type veidam
roots saknēm
things lietas
electronics elektronu
breakdown iedalījumu
generation paaudzes
known pazīst
biggest lielākajiem
assumptions pieņēmums
yellow dzeltenā
residents dzīvojošās
the izmantojot
member dalībvalsts
president prezidentam
relativity relativitātes
till līdz
streets ielām
promoting veicinot
poets dzejnieki
the attiecīgā
neighbors kaimiņiem
parish pagasta
preserved saglabājušies
benefits labumu
fires ugunsgrēki
shares akcijas
organisms organismiem
miti mīti
ages viduslaiki
thermal siltumā
necessary vajadzīgi
socialization socializācija
rome romā
accumulate uzkrāt
eastern austrumeiropas
liquid šķidru
collected kopoti
over pāri
problems problēmas
further turpmākos
reaction reakcijas
party pusei
meaning jumi
times laikos
depression depresija
kinetic kinētiskā
finds atrod
ibm atiet
exit iziet
took ņēma
water ūdens
river upju
city pilsēta
was notika
surname personvārds
hydrocarbons ogļūdeņraži
mobius mēbiusa
died nomira
johann johans
barack baraks
structure struktūrā
form veidot
tradition tradīcija
moved pārvietojās
rocks vērojamas
good godu
arthur artūrs
coal ogles
profit peļņa
political politiskas
search meklēt
human cilvēces
decision lēmumu
taxes nodokli
liver aknas
letters burti
winters ziemām
physics fizikas
opportunities iespējas
distinguishes nošķir
ulmanis ulmaņa
friends draugi
information informācijai
famous slavenā
one kādu
used izmanto
microscopes mikroskopi
deeper dziļāk
violations pārkāpumiem
baroque baroks
coil tinuma
centuries gadsimtos
distances attālumos
philosopher filozofs
scandium skandijs
leaves atstāj
will kļūs
companion pavadoņi
more vairākos
azerbaijan azerbaidžānas
kites pūķi
caspian kaspijas
contain saturēt
heifer tēli
shallow sēklas
protect pasargātu
areas apgabali
successfully veiksmīgi
away prom
forced spēkos
developed izveidojusies
solid cietā
medieval viduslaiku
historical vēsturiska
campaigns kampaņas
taxes nodokļiem
centralized centralizētas
up klāj
portugal portugāļi
agricultural lauksaimniecības
father tēvu
insects kukaiņi
july jūlijā
russia krievijai
multi vairāku
two abos
dead miris
planned plānots
objects objekti
engineer inženieris
tak tek
-level līmeņa
ancestry senči
article panta
venus venēra
kills nogalina
area apgabalu
poema poēma
assets aktīvu
energija enerģijā
organic bioloģisko
gauze marts
absolutely absolūti
tribal cilšu
public publiski
religious reliģisko
inhabited apdzīvoto
whom kurām
poet dzejnieks
interesting interesanti
linnaeus linnejs
martins mārtiņš
simply vienkāršā
- −
monarchy monarhiju
induction indukcija
caves alās
decision lēmums
leading vadošajām
finnish somu
run vada
islam islāmā
backup rezerves
coliseum kolizeja
hinge vīru
sin grēku
positions pozīcijās
federal federāla
swiss šveices
age laikmetā
introduced ieviesta
big lielie
categories kategorijās
stage posms
switzerland šveices
socrates sokrata
talking runājošo
report ziņojumu
right īstajā
room istabas
differs atšķiras
company kompānija
expanded paplašināja
section šādā
some kaut
ipp lpp
spent pavadīja
wagner vāgneram
minority mazākumtautību
cycle cikla
hatch izšķiļas
iron dzelzs
poems dzejoļu
polar polārajos
payroll algas
father tēvs
partial daļējs
maintained saglabāta
only vienīgais
beak knābi
music mūzikas
went gāja
borrowed aizgūti
tower tornis
death nāves
metabolic vielmaiņas
tadas tādas
composition kompozīcijas
specially speciāli
pawn bandinieks
networks tīklu
area platība
elsewhere citviet
croatia horvātija
king karaļa
famous slavenākie
connections savienojumiem
investigation pētnieks
won ieguva
industrialization industrializācijas
house māju
street ielu
cortical garozas
object objektu
dallas dalasas
generations paaudzes
destroyed iznīcina
north ziemeļos
city lielpilsētas
franks franki
mined iegūst
officials oficiālā
responsible atbildīgs
added papildina
permit atļauju
dadaism dadaisms
bible bībeles
bisector bisektrise
fans fanu
nutrition barošanās
membrane membrāna
my mans
attract piesaista
campaign kampaņa
selected atsevišķā
circumstances apstākļu
owners īpašnieki
scored guva
surface virsma
republic republika
cases gadījumiem
entrepreneurial uzņēmējdarbības
tradition tradīcijām
need vajadzību
layers slāņus
point punkta
high-frequency augstfrekvences
invasion iebrukuma
virus vīruss
dragon pūķu
asian āzijas
ancient senos
myths mīti
shock triecienu
business uzņēmumu
literary literārās
home mītnes
capacity kapacitātes
judicial tiešas
bad slikti
define definēt
available pieejams
feedback atsauksmes
whitefish sugas
own savos
portugal portugālē
after pč
technique tehniku
identify identificēt
followers sekotāju
citizens pilsoņu
summer vasara
uterus dzemdē
scientists zinātnieku
trade tirdzniecību
expression izteiksme
first pirmajām
monuments pieminekļi
creature būtne
herd barā
born dzimis
the pants
technologies tehnoloģija
stretches plešas
manufactory manufaktūras
degrees grādos
balance līdzsvaru
oxide oksīdu
william viljams
finally visbeidzot
actor aktieris
reduction samazināšanās
frequency frekvenci
salts sāļus
canada kanāda
species suga
rate likmi
computers datorus
jewish ebreji
molecules molekulās
london londona
lebanon libānas
included iekļautas
clearly viennozīmīgi
sets kopas
acquire apgūt
scale mēroga
craft kuģi
ski slēpošanas
many daudzos
henry henrijs
chemistry ķīmijas
court tiesā
wealth bagātību
ouch sākta
petersburg pēterburgā
decline norieta
angular leņķa
normal parastā
testimony liecību
frederick frederiks
spectrum spektrā
gregarious barā
area teritorijas
priests priesteriem
coins monētu
responsibility atbildība
virgin svētās
bay līci
old veco
marble marmora
viruses vīrusi
march marss
movement kustību
peace miera
network tīklā
fortress cietoksnis
liv līvu
norm normu
inhabited apdzīvotu
participated piedalījies
hot siltums
for attiecībā
radically radikāli
subdue pakļaujot
indians indijas
awards apbalvojumi
fortress cietoksni
link saistīt
product produkts
lengths garumi
table tabula
small maza
buoy boja
expansion izplešanās
bay līcis
bright gaiši
sky debesīs
destiny likteni
monument pieminekļus
cases gadījumos
content rakstus
sports sporta
municipal pašvaldības
wife sievu
marked iezīmēja
switzerland šveicē
sex dzimuma
change pārmaiņām
host saimnieku
crust garozā
phase posmu
bubonic buboņu
construction uzbūves
december decembris
illnesses slimībām
other otrā
suffered cieta
cores serdes
heating karsējot
hungary ungārijā
second otrs
bundled saistīta
english angliski
independent neatkarīgā
sb galaktikām
bank bankā
sciences zinātnēm
half pusi
power strāvas
american amerikāņu
max makss
threats draudi
system sistēmai
cause izraisīt
storks stārķi
blow trieciens
version versiju
wars kariem
combined apvienotie
rainbow varavīksne
total kopējo
small mazas
first-time pirmās
instrumental sekmē
contract līguma
observed novērojama
singing dziedāšanas
beef liellopu
spin griešanās
studies mācībām
exposed pakļauto
appearance izskatu
stages posmos
fourth ceturtais
accelerometers paātrinājums
left palicis
founding dibināšanas
cheetahs gepardi
develops attīsta
definitely noteikti
potter poters
companies kompānijas
newton ņūtona
thirteen trīspadsmit
jews ebreji
yours cieņā
thorax krūškurvis
tribes ciltīm
measures pasākumiem
industrial rūpniecības
thick biezu
child mazulis
more lielākā
atlantic atlantijas
majority vairākuma
drawings zīmējumi
league līgas
released izlaida
dishwasher cielava
international starptautiskās
estonia igaunija
event gadījumā
generations paaudžu
edges malās
czar cars
riga rīga
food pārtika
band joslā
changed mainīta
crisis krīze
steam tvaiks
situation situācijai
answer atbilde
candle svece
heat siltumu
frequency frekvence
came nāca
horses zirgus
separated atdalījās
kina ķīnā
points punktiem
expedition ekspedīcijas
their viņu
nuclei kodoliem
galileo galileja
minerals minerālus
ancient seno
writer rakstošie
old veci
waxy vaska
exhibitions izstādes
waxes elektronika
lower zemākā
difference atšķirību
alkaloids alkaloīdi
river upēs
anglicus universitātē
feminism feminisma
literature literatūra
revelation atklāsme
develops izstrādā
other pārējo
preferably vēlams
literary literāro
hockey hokejā
annelids posmtārpi
army armijā
pregnancy grūtniecības
understood saprata
king karalis
gas gāzu
aristotle aristotelis
lewis luiss
secondly senais
monarch monarha
space telpā
relief reljefs
thick biezs
north ziemeļjūra
biomass sekmē
vegetable augu
payment samaksu
circle riņķo
mixture maisījums
alternation mijā
population populāciju
potential potenciālu
roma romu
ears ausis
resigned atkāpās
russia krieviju
spectral spektra
young jaunlatviešu
gothic gotikas
forces spēkiem
heat siltums
clouds mākoņu
etc. uc
set noteiktas
some zināmi
oxide oksīds
chemical ķīmiskais
told stāstīts
allowed atļāva
demands pieprasījuma
main galvenajās
pacific klusajā
nails nagi
governor-general ģenerālgubernators
tournament turnīrā
capacitors kondensatori
glossary vārdnīca
the tām
step solis
atmosphere atmosfēru
s ī
approaches pieejas
agencies aģentūras
kant kanta
defined definēta
line līniju
attended apmeklēja
use lietot
arrays masīvi
stable stabila
culture kultūras
trees kokos
remained palikusi
studied mācījās
exclude izslēgt
age vecums
protector aizsargā
essence būtībā
construction konstrukciju
sulfur sērs
arabic arābu
short-lived īslaicīgi
mozart mocarta
century gadsimta
feet pēdas
month mēnesis
study pēta
symbols simboliem
arithmetic aritmētika
that tas
older vecākajām
violation pārkāpumiem
narva narvas
holly svētie
treated teātra
road ceļu
latvia latvijā
amphibians abiniekiem
marxism marksisma
record ieraksta
the tiesību
strait šaurumam
let le
crisis krīzi
second otro
receives saņem
music mūzikai
flying peld
sought meklēja
level līmeņu
tidal paisuma
stood nostājās
spring pavasaris
retreat atkāpšanās
fighting cīnās
rock iežos
leadership vadību
threat apdraud
eclipse aptumsums
inhabitants iedzīvotāji
ignore nodrošināšanai
economic saimnieciskā
support atbalstu
macedonian maķedoniešu
four- četru
collection krājums
and gan
alloys sakausējumi
first pirmajai
real reālu
young jaunlatvieši
painting glezna
finland somija
direction virzienu
republic republikas
papal pāvesta
official oficiālais
area zonā
amides amīdi
excreted izdalās
different atšķirīgu
ongoing notiekošo
mineral minerālu
based balstīta
left kreisajā
features iezīmēm
judge tiesneši
mortar javas
partridge irbe
cities pilsētām
campaign kampaņu
seas jūrām
kazakhstan kazahstāna
named nosaukta
daugavpils daugavpilī
pollution piesārņojums
commodities precēm
distribution izplatība
galaxies galaktikas
unit vienības
whom kuram
faith ticības
passed pieņēma
tribes ciltis
votes balsu
useful noder
see redzam
list līst
candidates kandidāti
soviet psr
franks franku
punish sodīt
forces spēkos
romania rumānija
organize organizēt
letter burts
knowledge zināšanu
yemen jemena
congress kongresa
been notikusi
course gaitā
exposed pakļauti
interest interešu
some zināmu
treatment apstrāde
brown bruņas
area teritorijai
amine amīni
pine priežu
fluid šķidrums
velocity ātrumā
explosion sprādziena
significantly jūtami
much daudz
internet internetā
voltage sprieguma
making padarot
medial vidusdaļā
artists mākslinieku
anorexia anoreksijas
organisms organismos
channel kanāls
active aktīvā
eric ēriks
losses zaudējumus
blatant klajā
slovenia slovēniju
authorizes atļauj
education izglītību
boundaries robežas
networks tīklus
hindus hinduisti
brings nes
putting liekot
latvian latvietis
moisture mitrumu
candidate kandidāts
discern saskatīt
genetics ģenētika
constituent satversmes
spatula lāpstiņa
restored atjaunoja
standard standartā
face sejas
inca inku
canary kanāriju
identity identitāti
eat apēd
observed novērojami
among vidū
major nozīmīgāko
ukraine ukrainas
continue turpināt
ultra īpaša
religious reliģiskas
asparagine asparagīns
vietnam vjetnamas
approximately apmēram
continent kontinentos
monarchy monarhija
level līmeņi
called sauktas
illnesses slimība
improved uzlabojās
packing ņemt
folklore folklorā
strong stingru
club klubā
index rādītāja
include jāmin
products precēm
pay maksāt
sneak līst
evolving attīstās
period periodā
volume apjomu
pyrenees pireneju
showed pierādīja
amines amīni
developed attīstītas
absorbed absorbē
important svarīgas
byzantium bizantija
was bija
mas notika
clouds mākoņi
fortress cietokšņa
korean korejas
somali somālijas
golden zelta
conditions nosacījumi
medicine zāles
acquired ieguvis
struggle cīņā
chairman detaļas
other citas
greda grēda
early agrīnās
hydrogen ūdeņradis
cold auksti
ment jumi
species sugai
codes kodi
nothing nekas
physical fiziskā
lithuania lietuvā
parties pušu
deficiency trūkumi
molecules molekulām
rejected aizliedza
federation federācija
working darba
weeks nedēļas
progress gaitu
iceland islandē
cube kubā
benefit priekšrocības
array masīvs
hero varoni
worked darbojās
ancient seniem
historical vēsturiskos
determines nosaka
first pirmajam
most lielākajai
signs zīmēm
hearing dzirdes
particle daļiņu
farmers zemniekiem
anthem himna
jewish ebreju
reign valdīt
demography demogrāfija
voiced balsīgs
standards standartu
pere peru
dominated dominēja
oceanic okeāniskā
one viens
created radīta
monster briesmoņiem
social sociālo
designation apzīmējums
germany vācija
telephone telefona
hegel hēgeļa
dragon pūķis
derived atvasināts
not nekādu
faster straujāk
looting marodierisms
central centrālā
communicating komunikācijas
recommend iesaka
be tikt
knowledge atziņas
englishman angļi
born dzimušais
put novieto
was noteica
submarines zemūdenes
control kontrolē
march marta
around apkārt
unity vienotības
green za
intercession starpniecību
sweden zviedrija
baroque baroka
technique tehnika
novels romāna
stats sarkano
parliament parlamentam
parts daļās
tallinn tallina
david dāvids
appearance izskats
change maiņa
death nāvi
troop pulks
continental kontinentālā
students studentu
station stacija
abortion aborts
archimedes arhimēda
teacher skolotāju
residence rezidence
theory teoriju
grain graudus
documents dokumentos
agree vienoties
identity identitāte
found atrada
refugees bēgļu
school skolu
space kosmiskais
allies sabiedroto
master meistara
authorities iestādēs
categories kategorijas
other citam
real īsto
components sastāvdaļu
with kam
pollution piesārņojumu
latvian latviešu
electrons elektronus
one vienu
axis ass
command komanda
half puse
designation apzīmējumu
company uzņēmumam
red sarkanie
music mūzikā
activity darbība
party partija
sky debesīm
romans romieši
other citā
production ražošanā
planet planētas
age laikmetam
zana žana
commitment saistību
stable stabili
desert tuksnešos
byelorussian baltkrievu
formed veidojušies
hitler hitlers
hours stundas
lizards ķirzakas
pyramid piramīdas
anyone iedzīvotājiem
yugoslavia dienvidslāvija
oxygen skābekļa
bibliography bibliogrāfija
ion jonu
marriage laulību
formation veidošanās
domestic iekšzemes
shark haizivs
melting kušanas
cemetery kapu
israel izraēlas
dorsal muguras
warm cilts
colors krāsās
alter izmainīt
seas jūrās
storage glabāšanas
conquer iekarot
attaining sasniegšanai
hyperion hiperoni
eclipse aptumsuma
ac maiņstrāvas
range loku
teacher skolotājs
wave vilnis
better labākā
subordinated pakļautībā
forces spēku
trucks turkiem
which kuros
combined apvienoja
harmony saskaņas
memories atmiņas
texts tekstus
small mazs
architects arhitekti
men vīrieši
but savukārt
allows ļauj
technologies tehnoloģiju
question jautājums
lost zaudējusi
shiva šiva
quantum kvantu
ensure nodrošinātu
for paredzētas
end galam
grave kāpu
brains smadzenes
limited ierobežota
formation veidošanā
streets ielas
book grāmatā
lighting apgaismojums
literature rakstniecības
gardens dārzi
symbolism simbolisma
republic republiku
located izvietotas
emotions emociju
families ģimenēm
settlements apdzīvotās
crossing šķērso
provides nodrošina
robert roberts
man vīrietis
connection saistība
occupancy apdzīvotības
bank bankas
allow atļauj
layer slānī
stability stabilitāti
master mestrs
were bijuši
changed mainījies
line līnija
island sāļu
system sistēma
material materiāla
first pirmkārt
imposition ieviešanas
origin izcelsme
many daudzviet
russians krieviem
stata štata
louis luija
housing dzīvokļu
loss zaudējums
laws likumiem
eclipse noriets
coniferous skuju
glucose glikoze
tributary pietekas
duration ilgums
not nebūs
recurring atkārtojas
cave alā
allocate iedalīt
office pilnvaru
layer kārta
ultra īpaši
fields jomas
creator rādītājs
completed pabeigta
monarch monarhu
attack uzbrūk
high augstais
roman romas
relative salīdzinoši
ceramic keramikas
queen karaliene
navi nāvi
leadership vadība
research pētījumus
marks marksa
norway norvēģijā
northeast ziemeļaustrumu
circle riņķa
an esošā
technological tehnoloģisko
abortion abortu
london londonu
answers atbild
protestantism protestantisms
repeated atkārtojas
supposed paredzēts
final beigu
family ģimenē
small mazo
talked runāja
higher augstāko
significant būtiska
would būtu
thing lieta
agreement vienošanos
fabrication izgatavošanai
contrasts pretstatā
democratic demokrātiskā
race sacīkstes
law likumu
loss zaudējumu
take izpausties
race rases
several vairākām
considerations apsvērumu
national nacionālie
german vāciski
revelation atklāsmes
bays līči
address pievēršas
energy enerģijā
type tipa
allowing ļaujot
write pieraksta
number skaitli
chemical ķīmiskā
tradition tradīcijas
lakes ezeri
ends beidzās
built būvēja
kitchen virtuve
repressions represijas
hunting medības
connected savienots
mass masveida
goalkeeper vārtsargs
warm siltas
mid- vidum
caucasia kaukāza
include ietilpst
ran ilga
arm atzars
vegetation veģetācijas
monarch monarhs
below zem
moat aizsarggrāvis
twice divreiz
items priekšmetus
photosynthesis fotosintēzes
higher augstāku
intestinal zarnu
life dzīvību
wing spārnu
was bijusī
i varu
relief reljefa
accomplished izdevies
record ierakstu
expressed izteikti
historic vēsturiskās
white baltais
in iekļauta
distinguish atšķirt
society sabiedrībā
fyodor fjodors
groups grupās
area jomu
grades pakāpes
period posmu
heart sirds
colorado kolorādo
over beidzies
son dēlu
several vairākās
amphibia abinieki
parties partijām
socialism sociālisma
which ko
channel šauruma
panther pantera
spiders zirnekļi
osman osmaņu
sacks mašīnu
woman sievietei
used lietotais
return atgriezties
one vieni
rather diezgan
the noteikto
mongol mongoļu
granted piešķirta
units mērvienību
same vienāda
responsibility atbildību
dose devās
user lietotājam
general vispārēja
century gadsimtu
servers serveriem
libya lībija
coup apvērsuma
attempts mēģinājumi
serbian serbu
denis deniss
islands salās
hot karstas
century gadsimts
treatment apstrādei
reformation reformācijas
start sākums
dutch holandieša
masses māsas
mode režīma
person personai
between starpā
the iekļauj
servers serveri
introduced ieviestas
pointed norādīja
these šie
christmas svētku
waterfall ūdenskritums
pc datorā
started startēja
initial sākotnējo
free bezmaksas
both abi
finished pabeigts
parties pusēm
competitive konkursā
levels līmeņu
higher augstāks
unite vieno
latgalian latgaliešu
interconnects savstarpējie
beethoven bēthovens
excavation izrakumi
touches skar
thick bieza
get iegūtu
predominantly pārsvarā
had atstājusi
mecca mekas
gravity gravitācijas
older senākā
this šāda
blood asiņu
contact kontaktu
feminism feminisms
son dēls
battle kauja
become kļūtu
winter ziema
dynasty dinastijas
personal personas
steam tvaika
sold pārdeva
language valodas
typical tipiski
investigate pētīt
additional papildu
province provincēs
worst slikti
largest lielākais
federal federālais
vary mainīties
wings spārniem
centuries gadsimtiem
college kolēģijas
higher augstākajā
industry nozares
local vietējie
fishermen zvejnieku
volcanoes vulkāni
vidzeme vidzemi
nicholas nikolajs
sets komplektus
alive dzīvā
sea jūrai
foreign ārvalstu
ally sabiedroto
thickness biezums
vertebrates mugurkaulnieki
hitler hitlera
military karā
success panākumiem
earlier agrāko
himself pašam
relatively salīdzinoši
byzantium bizantiju
congress kongress
kandel kandela
protocols protokolus
russia krievija
dollars dolāru
articulation artikulācijas
studies pētījumos
marx marksa
telephone telefonu
strong stingra
bows loki
neck kakls
figures skaitļi
anguilla anglijā
squirrel vāveres
launches uzsāk
flowing plūst
review izskata
berlin berlīne
people ļaudis
books grāmatām
distribution sadalījumu
aversion nepatika
greek grieķu
ocean okeāns
throne troni
processes procesos
bus autobusu
small mazi
eirp eiropas
radiation radiācijas
exchange apmaiņa
works darbos
effectiveness efektīvi
cooperation sadarbību
lakes ezeru
chronology hronoloģija
levels līmeņi
now tūlīt
trees kokiem
sinhala signāls
came nokļuva
absorption absorbcija
seven septiņas
comedy komēdija
regained atguva
language valodai
production izgatavošanai
order ordeni
above vīrs
ogre ogrē
appeared parādījies
basics pamati
cup kauss
units mērvienības
figure figūru
concentrates kopienu
right labās
grey pelēkā
typical tipisks
barbarian barbaru
austria austrijā
measurements mērvienība
wool viļņu
navigation navigācijas
cables kabeļus
maintained saglabāja
sedimentary nogulumiežu
ranking sakārtotas
general vispārējo
sank nogrima
confirms apliecina
this šī
announces paziņo
australia austrāliju
eldest vecāko
valued vērtē
brother brālis
governor valdnieks
class šķira
becoming kļūstot
following sekojot
figura figūra
support atbalsta
building veidojot
initiative iniciatīvas
says vēsta
symphony simfonijas
personal personīgo
into ieplūst
mesopotamia mezopotāmijā
future nākotnē
providing nodrošinot
milk piena
giant milzu
aka pazīstams
oil naftu
morning rītā
future turpmāko
original sākotnējais
alcohols spirti
pulis pūlis
no nr
our mūsu
emission emisija
isolated izdalīta
manor muiža
inappropriate piemēroti
muhammad muhameds
slovenia slovēnija
cup kausu
well aku
god dieva
bus autobuss
charge pārziņā
have nākas
bosons bozoni
or jeb
healthy veselu
miscarriage aborts
greater lielākā
courses kuršiem
similar līdzīgās
mark zīmi
named nosaukts
standards normas
industrial rūpnieciski
lawmaking likumdošana
behavior uzvedība
that apsvērumu
naturally dabiski
owners īpašniekiem
ships kuģiem
new jaunajām
latest pēdējie
a lielu
finland somiju
deal nodarbojas
unnecessary laikiem
convoluted sarežģīta
initiatives iniciatīvas
research izpētes
county apgabala
white baltajiem
bridgeheads placdarms
laborers strādnieku
encyclopedia enciklopēdija
iru īru
their savas
more vairāk
one viena
immediately nekavējoties
created radīts
public sabiedrībās
march marts
candidates kandidātu
freedom brīvības
lyrics lirika
all visiem
exception izņēmums
manager vadītājs
come ieradušies
aristocracy aristokrātijas
flourishing uzplaukums
sharp krāsās
obama obamas
atoms atomi
noted jāpiebilst
wrist plaukstas
argument jautājumus
deficit deficīts
issue emisija
repeatedly vairākkārt
communists komunisti
minet minēt
aids aīds
mail e-pasts
kart kārts
now patlaban
different atšķirīgi
long garas
really patiesi
military militārā
coins monētas
export eksports
areas apvidos
training mācībām
master meistars
bones kauli
presidents prezidenta
study studiju
circle lokā
theory teorija
optical optisko
bodies organismam
society sabiedrībai
infrastructure infrastruktūras
advanced modernu
mykonos mikēnas
creditors kreditori
canada kanādu
distinguish izšķir
paleolithic paleolīta
weapon ieroči
attacker uzbrucējs
nuclear kodolā
china ķīnā
pc datoram
unit vienību
competitiveness tallijs
finding atrašanās
rest pārējie
final galā
practice praksē
means līdzekļiem
but būt
reboot ierīces
sez sēž
construction celtniecība
karta kārtā
information mācījās
heavily smagi
areas rajonus
expressed izteikts
body ķermeni
mediterranean vidusjūras
distribution sadalījums
orders pavēles
plot lauciņa
counselors vadītājus
transparent caurspīdīgs
site vietne
crete krētas
order kārtība
dawn sāļums
fortress cietokšņu
product produktu
dynasty dinastiju
danger briesmas
national nacionālajā
bulgarian bulgārijas
navigator jūrasbraucējs
machinery mašīnas
major lielākajās
power lielvalsts
back atgriezies
revision revīzijas
voltage spriegumu
remained palika
clients klientiem
reality realitāte
thirds trešdaļas
education izglītība
substance viela
arrows bultām
react reaģēt
electricity elektrību
talks sarunās
captain kapteiņa
sector sektora
calculated aprēķināts
series sērija
deep veidošanas
outer ārējā
widespread izplatīts
novels romānu
wolf vilka
shape figūra
government valdībā
growth augšanas
rainfall lietusgāzes
mathematician matemātiķi
set kopā
waiting gaida
bounded norobežo
king karalim
airplane lidmašīnas
seasons sezonas
participate piedalīties
change izmaiņu
armored bruņu
lack trūkums
systematics sistemātika
clear skaidra
man cilvēks
anticyclone anticiklons
became kļuva
face saskārās
top galotnes
reached sasniegusi
offered piedāvāja
some zināma
basin baseina
technology tehnoloģiju
special speciālu
black melnais
forefront priekšplānā
done izdarīts
aviation aviācijas
' `
software programmatūras
ocean okeānu
spain spānijai
inscription uzraksts
birds putnus
predecessor priekšteči
individual atsevišķām
several vairāki
woodcock slokas
calculations aprēķiniem
so tātad
motive motīvs
harry harijs
great liela
saho šahs
continent kontinentu
youth jaunības
school augstskolas
scores rādītāja
germans vācieši
fashion mode
yah jah
physics fizikā
measurement mērvienība
old vecais
continents kontinentos
friend draugu
combined apvienoto
switzerland šveici
black melnajiem
porcine cūkas
pieces skaņdarbus
temperate mērenajā
first pirmos
blue zilā
people cilvēkus
offered sniedza
belgium beļģijā
belarus baltkrievijā
weekends nogalē
absorb absorbē
cried sauca
dave deivs
changing mainās
high augstie
know zināt
sharp asu
drama dramaturģijas
famine bads
specialized speciāli
accumulate uzkrājas
direct tiešu
said teica
respect cieņu
on pamatojoties
different dažādu
bed gultnes
constitution konstitūciju
hit skāra
a kura
immigrants ieceļotāji
broke ļaužu
russian krievi
boundaries robežām
lithosphere litosfēra
ethnic etniskās
performance uzstāšanās
international starptautiskajā
court dažādās
sova šova
club kluba
ukraine ukraina
places vietām
knees ceļiem
march gājienu
babies mazuļus
advantageous izdevīgi
proponents piekritēji
rugby regbija
coat ģerbonis
section iedalās
borders robežu
one vienai
penetrating iekļūst
album albuma
five piecus
eras ēras
fly lidot
researching pētot
factors faktoru
turn pārvērsties
supply piegādes
access piekļūt
life dzīvi
trick stiķi
found konstatēja
beautiful skaista
services pakalpojumu
president prezidents
current strāva
standards normām
public sabiedriskā
butane butānas
figure figūrai
valley ielejās
lenin ļeņins
x-ray rentgenstarus
battle kauju
previous iepriekšējiem
blanket sega
tree koks
europe eiropai
used lietota
gee zirdziņš
created veidoti
increased pieaugusi
center centra
players dalībniekiem
in tādā
live dzīvā
shakespeare šekspīra
composition kompozīcija
east austrumos
gutter renē
albert alberts
west rietumos
candela kandela
knew pazina
many daudziem
along garā
wars karos
active aktīvie
changes mainoties
administrations pārvaldes
connection savienojuma
eastern austrumdaļā
given devis
cause cēloni
berlin berlīnes
officials amatpersonu
india indiju
residents iemītnieki
items priekšmeti
radiation starojuma
opportunities iespējām
god dievi
throughout visā
brothers brāļiem
duchy hercogistē
system sistēmu
leopold leopolds
list sarakstā
coronal kroņa
convoluted sarežģīti
views viedokļi
energy enerģijas
allowed atļauts
safe droši
established nodibinājās
disaster katastrofas
opera operā
church baznīcu
slavonic slāvu
camera kameru
areas apvidū
fluctuations svārstības
mill vēlme
depart ibm
famous vispopulārākais
guarding aizsardzībā
yielded piekāpās
go doties
china ķīna
mammalian zīdītāju
after aiz
colonies kolonijas
starting sākotnējo
reduces samazina
military militāro
extradition izdošanu
pharaonic faraonu
productivity produktivitātes
centric centrālais
up līdz
turn vērsties
name namā
aluminum alumīnijs
event notikums
write rakstīti
dispersion dispersija
expressionism ekspresionisms
pronunciation izrunā
publicly publiski
president prezidentu
gems dārgakmeņus
association biedrības
enough pietiekoši
olympus olimpa
that kā
governor gubernators
switzerland šveice
children bērnus
fingers pirksti
mechanism mehānismu
released izlaiž
electric elektriskā
mythology mitoloģija
alexander aleksandra
km kilometru
hertz hz
complex komplekss
choir koru
go iet
deposits iegulas
netherlands nīderlandē
cow govs
management vadība
advantage pārsvaru
livonia livonijas
means līdzekli
formed veidojās
snakes čūskas
his savām
chemistry ķīmija
bard bārda
husband vīrs
widely plaši
ducks pīles
soil augsnes
heading tituls
computers datoriem
brussels briselē
provided nosacījumu
through cauri
winter ziemu
next nākošajā
no neviena
karlis kārlis
academy akadēmija
other cita
impulse impulss
round kārtas
investments ieguldījumi
formation veidošanos
torrent straume
no vairs
tools darbarīku
spheres sfēras
says sāka
personal personālā
merger apvienošanās
language valodās
take ieņemt
daily dienas
crimean krimas
ta tā
demands prasībām
reaction reakcija
mikhail mihails
restrictions ierobežojumi
molecule molekulā
months mēnešos
sample parauga
mechanism mehānisms
tsunami cunami
south dienviddaļā
dog sunim
ferrets fretkas
said runāja
singles singlu
south dienvidiem
series sērijas
stats štati
