other अन्य
promulgation घोषणा
established साबित
find मिल
invitation आमंत्रण
mathematic गणित
manusmriti मनुस्मृति
nehru नेहरु
philosophical दार्शनिकों
mostly बहुधा
suddenly अचानक
abroad विदेश
mediterranean भूमध्य
serene निर्मल
download संचिका
mother माँ
values मूल्यों
refinement संशोधन
geological भूवैज्ञानिक
glorious तेजस्वी
sentimental स्वाभिमानी
nizam निजाम
united यूनाइटेड
suburb उपनगर
reaching पहुँचती
rationalization पुनर्गठन
mandakini मंदाकिनी
important प्रधान
understanding प्रज्ञा
lucknow लखनऊ
circumstances परिस्थिति
nair नायर
swivel घूर्णन
11 ११
law उलेमा
amiably सौजन्य
danger ख़तरा
devils दानवों
texts ग्रंथों
touches लगने
tough वृहद्
status हैसियत
past पुरानी
people जनों
third तृतीय
characters पात्रों
joiner बांधने
senseless अचेतन
observers प्रेक्षकों
follower अनुयायी
festival उत्सव
zoological जैवमण्डल
period पीरियड
the करता
maps मानचित्रों
alias उपनाम
treatment उपचार
formed स्तोत्र
empire मसनवी
executive कार्यपालिका
lotion लोशन
mother मां
current समसामयिक
uncommon अनोखा
richness ऐश्वर्य
chattopadhyay चट्टोपाध्याय
tactic रणनीतिक
climatic मौसमी
body तन
valley चोटियाँ
bengaluru बंगलूरू
humility विनय
ways पद्धतियों
lord भगवान्‌
pharoah फैरो
series सीरीज
original मूल
creator रचनाकार
more अधिकाधिक
passengers यात्री
wait प्रतीक्षा
replica प्रतिकृति
system विधा
told कहे
credit श्रेय
liver उत्तोलक
organisation प्रक्षेपण
seventeenth सत्रहवीं
algorithm एल्गोरिथम
suresh सुरेश
possible संगत
lakhs लाख
principle चरित्र
follow पीछा
metaphysics तत्वमीमांसा
malaysia मलेशिया
made बनाये
bear भालू
development प्रगति
care संवैधानिक
unacceptable अस्वीकृति
vandalism बर्बरता
leafs पत्तियाँ
get पाता
contemptible नीच
leave पत्तों
country देशभर
venezuela वेनेज़ुएला
chandrasekhar चन्द्रशेखर
among में
no नहीं
breath साँस
both दोनो
mattress बिस्तर
east पश्‍चिम
assurance आश्वासन
accordingly अधिकांशतः
varuna वरुणा
during मे
classical शास्त्रीय
profits लाभों
improvements सुधारों
haryana हीनयान
wound आघात
same उसी
series शृंखला
part स्कन्ध
mirror दर्पण
roof छत
teams टीमों
dadra दादरा
disorder विकारों
so अत
order आदेश
sir साहब
administrative प्रशासनिक
reaching पहुँचता
metro उपनगरों
roots जड़े
destination गंतव्य
right अधिकार
sashi शशि
pottery बर्तन
muslim इस्लामी
codes प्रलेखों
aerodynamics वायुगतिकी
supreme सुप्रीम
write लिखीं
shadow प्रतिबिम्ब
basement गर्भगृह
films फिल्मों
charioteer सारथी
look शैली
cut काटती
after वाद
successor उत्तराधिकारी
pussy योनि
writeup अभिलेख
give देनी
conclusion निष्कर्ष
slang खड़ीबोली
air एअर
system विधि
stitching सिलाई
hemisphere प्रमस्तिष्क
swami स्वामी
survey सर्वेक्षण
attires वस्त्र
economy अर्थव्यवस्थाओं
successor खलीफा
swan हंस
golf गोल्फ
observer पर्यवेक्षण
podium चबूतरे
contraction संकुचन
consumers उपयोगकर्ताओं
neck उर
border इलाका
chorus भजन
civilisation नागरिकता
continuance निरंतरता
results फल
june जून
residential आवासीय
jackson जैक्सन
swell फूल
sketch चित्रण
limitless असीम
saint ऋषि
jew यहूदी
partition विभक्त
face धरातल
co-ordinates कोणों
foremost सर्वाधिक
eleventh एकादशी
noun विशेषण
sikandar सिकंदर
objects वस्तुएं
lift उत्तोलक
republic लोकतान्त्रिक
british ब्रिटिश
thousand हजारी
pupae प्यूपा
movies फिल्में
speed रफ्तार
leave छोड़ने
went निकली
disk डिस्क
feel महसूस
wicket डबल्यू
describable वर्णनात्मक
mother-tongue मातृभाषा
condition परिस्थिति
offering चढ़ा
relations रिश्तों
acts कृत्यों
destructive विनाशकारी
dishes पात्रों
receptive ग्राही
medicines दवाएं
prayer विनती
past प्राचीनकाल
change बदल
dome गुम्बद
documents दस्तावेजों
behaviour व्यवहार
hardy हार्डी
god भगवान्
atmospheric वायुमंडलीय
railway रेलमार्ग
successor उत्तराधिकारियों
easy सरल
entire पूरे
find पा
sindi सिंधी
dynasty वंश
playing खेलकूद
related सम्बन्धी
universe विश्‍व
pygmy पिग्मी
indicator द्योतक
feet पाँव
made बन
experts विशेषज्ञों
wait इंतजार
movement चलन
second द्वितीय
it इसने
no ना
close ढक
argued विवादित
disadvantage नुकसान
objects वस्तुएँ
valid वैध
right दाईं
mating परागण
market बाज़ार
treatment चिकित्सकीय
desert रेगिस्तानी
gone गए
play मस्ती
word शाब्दिक
praise सराहना
artistic क्रियात्मक
graven अंकित
combination सम्मिश्रण
say कह
mogul मुग़ल
promotion संवर्धन
wholesome परक
writ याचिका
big बडा
voters मतदाताओं
danger खतरे
including मिलाकर
creation रचित
numbers वालों
greece यूनान
surety ज़रूर
ethical नैतिक
pilgrimage तीर्थों
monuments स्मारकों
determinant निर्धारक
recognize स्वीकार
iron लोहे
bill बिल
owner मालिक
understand समझने
similarity समानता
zeal जोश
belief ईमान
translate परिवर्तित
coniferous शंकुधारी
lajpat लाजपत
jain जैन
changing बदलती
preserved संरक्षित
fall गिरावट
brink कगार
end विराम
looks लगता
friends मित्रों
childhood बाल्यकाल
experiments अनुप्रयोगों
half आधे
scholar विद्वान
classified वर्गीकृत
flood बाढ़
editions संस्करणों
utilities उपयोगकर्ताओं
workers कर्मियों
shanghai शंघाई
made बनायी
produce प्रस्तुत
kindness कृपा
writing रचनाएँ
run चलाया
feeling भावनाओं
surprise आश्चर्यचकित
iran ईरान
present मौजूद
substances पदार्थो
ethene इथेन
actress अभिनेत्रियों
broadband ब्रॉडबैंड
data आंकडा
words ध्वनियों
cultural सांसारिक
constituencies मंडलों
linguistics भाषाविज्ञान
dr. डॉ०
forces बलों
twentieth बीसवी
equal समान
memoir वृत्तांत
estate रियासत
waterbody जलमण्डल
asylum शरण
mistake भूल
enlightened प्रबुद्ध
departure प्रस्थान
interpreter व्याख्याता
natural प्राकृत
fine जुर्माना
activities क्रियाएँ
on पड़ने
dark अन्धकार
pc पीसी
wan वान
programme कार्यक्रम
thick मोटे
submission समर्पण
divisions विभागों
world जगत्‌
information सूचनाएं
grown उगाया
laws नियमों
apartment गैसें
eternal अनवरत
balban बलबन
remove निकालना
food खाने
watery जलीय
honour सम्मान
sinhalese सिंहली
quietly चुपके
disguise भेष
speed क्षरण
made बनी
full ठेठ
fairy अप्सरा
sicknesses बीमारियों
dust धूल
install स्थापन
court अदालत
non-vegetarian मांसाहारी
planetary ग्रहों
golkonda गोलकुंडा
license लाइसेंस
time वि०
sung गाया
and व
young किशोर
skill कुशलता
lord लार्ड
suggestion सुझाव
gorkha गोरखा
presentations संभावनाओं
teeth दंत
express उजागर
thinking चिन्तन
abduction अपहरण
self स्वतः
nonmetal अधातु
move बढ़ने
mechanical मशीनी
edited संपादित
biography अनुभाग
saints मुनियों
asleep सोते
network नेटवर्क
sir साहेब
empires साम्राज्यों
deploy विन्यास
yours तुम्हारे
teeth दांत
sent भेजा
society समिति
humans इंसानों
konark कोणार्क
bulb लाइट
extremely अत्यन्त
tell बोल
sumatra सुमात्रा
language स्रोत
weather मौसम
poetic काव्य
culture कल्चर
rigidity कठोरता
hand भुजा
start प्रारम्भ
banks किनारों
statue प्रतिमा
pujari पुजारी
gangotri गंगोत्री
spread फैलाने
mohan मोहन
neutron न्यूट्रॉन
glass कांच
see दिखता
dhirubhai धीरुभाई
cup प्याला
desire वासना
harijan हरिजन
saint साधु
screen स्क्रीन
common आम
ceased रुका
vote मतों
nearly करीब
ramdas रामदास
catch पकड़ना
curd दही
bricks ईंटों
alphabets व्यंजनों
pande पाण्डे
kept रखी
brought लायी
pusa पूसा
controversial विवादास्पद
brought लाया
declared घोषित
persian पारसी
genius पण्डित
cost खर्च
insufficient अपर्याप्त
shade सापेक्ष
kings राजाओं
karnataka कर्नाटक
noise शेर
career करियर
record रिकॉर्ड
indifference उपेक्षा
1957 १९५७
sindhia सिंधिया
speciality वैशेषिक
chance संयोग
malaria मलेरिया
seem लगना
standards मानकों
chrome क्रोम
communal सांप्रदायिक
premchand प्रेमचंद
nervous तंत्रिका
happening होनेवाले
arya आर्यों
drought सूखे
operated चालित
guest अतिथि
dead मृतक
portion तिल्ली
spoon तोला
narrator सूत्रधार
excretion उत्सर्जन
mother माता
decorate सजाने
compositions रचनाएं
post डाक
ranjan रंजन
turn बारी
grave चिता
2012 २०१२
french फ्रांसीसी
mutual आपसी
mixed मिश्रित
shape अकार
fifth पाँचवीं
songs गीतों
1978 १९७८
wharf घाट
whole समूचे
liberation मुक्ति
giving देता
thanks धन्यवाद
caught पकड़े
centralized केंद्रीकृत
whole समोच्च
ta ट
shrine तीर्थस्थान
make करवाई
mayor मेयर
000 १००००
trust भरोसा
undergone विधेयक
drugs धूम्रपान
poem काव्य
protozoa प्रोटोज़ोआ
dignity गरिमा
drinking पीते
flower पुष्य
supernatural अलौकिक
sinful अधर्म
seasons कालों
connect लगाता
1400 १४००
jupiter बुध
birthday जन्मदिन
crops फसलों
tongue कंठ
etawah इटावा
mosque मस्जिद
love प्यार
drive ड्राइव
sufficient पर्याप्त
courts न्यायालयों
fall पड़ते
organisational संगठनात्मक
contemporary समकालीन
insects कीड़े
o'clock बजे
specialities विशेषताओं
divisions तर्कों
interest ब्याज
period तिथियों
architecture वास्तु
bell घंटी
pataliputra पाटलिपुत्र
koran क़ुरआन
half पूर्वार्ध
revolution आंदोलन
china चीन
pakistan सिंधी
continually सम्यग्
seen नजर
downfall पतन
gave दिया|
ultimate परम
rupees रुपए
vaishya वैश्य
produce उत्पन्न
name हिज्री
story पटकथा
socialist समाजवादी
types विधियां
sad दीन
potato आलू
order अनुक्रम
mecca मक्का
brought लाकर
complete परिपूर्ण
absolutely पूर्णत
indian हिन्दुस्तानी
human जीव
residential निवासी
kyoto क्योटो
logic धर्मशास्त्र
origin उत्पत्ति
lokmanya लोकमान्य
people गोजर
cama कामा
las लॉस
questions चोटियाँ
supervise देखने
relate संचिका
th वां
changing बदलते
trinity त्रिमूर्ति
feast भोज
sides किनारों
f फ
thinking सोचते
awareness जागृति
transfer स्थानांतरित
holidays छुट्टियों
gift उपहार
name हार्डी
monuments कृतियों
created बनायी
spin स्पिन
bow कमान
trigonometrical त्रिकोणमितीय
suffer ग्रस्त
member सदस्य
uruguay उरुग्वे
1956 १९५६
responsible जिम्मेदार
dandruff रूसी
gurudwara गुरुद्वारे
60 ६०
pisces मीन
thought विचार
howard हार्वर्ड
association अनुबंध
live रहना
noon मध्याह्न
yield उपज
unlimited असीमित
middle मध्याह्न
transparency स्वच्छता
prosperous समृद्ध
1924 १८१५
victory जय
days दिनो
regiment रेजिमेंट
fatigue थकान
direction आयतन
molecule अणु
ph फ
1972 १९८२
hindustan हिन्दुस्तान
favorite इष्ट
all समुचित
skillful निपुण
size आकार
separate पृथक्
origination व्युत्पत्ति
james जेम्स
noun राजगुरु
turkish तुर्क
silver चांदी
category विभाग
hyderabadi हैदराबादी
shivalik शिवालिक
slow मद
likes चाहता
slogan नारा
expressed व्यक्त
communities संघों
aryan आर्य
cultures संस्कृतियों
inherited वंशानुगत
sure महज
caught कैद
era संवत्
meets मिलते
relatively अपेक्षा
football फुटबॉल
letters अक्षरों
legs टांगों
limited संक्षिप्त
basic बेसिक
but परन्तु
hight ऊंचाई
saint महर्षि
news ख़बर
flora वनस्पति
written लिखी
tonne टन
dramatist नाटककार
women औरतों
daman दमन
fruit अंजीर
nand नंद
stars तारा
cow गाय
appoint नियुक्त
oxford आक्सफोर्ड
will सकेंगे
desai देसाई
helpful उपयोगी
mariam मरियम
attached जुड़ी
citizen नागरिक
exceptional विलक्षण
recite सुनाई
equality समता
estimates अनुमानों
direction दाएँ
systems प्रणालियों
bath स्नान
inherent जन्मी
apostle प्रचारक
rather बल्कि
category इलाकों
christ मसीह
discoveries खोजों
undisputed निर्विवाद
ethan इथेन
community जातीय
mahabharata महाभारत
lotus कमल
coronation राज्याभिषेक
britain ब्रिटेन
restless व्याकुल
transporter वाहक
soldiers सैनिकों
opponent विरोधियों
grade सरीसृप
2006 २००६
maxim सुभाषित
cleaver चालक
nose नाक
british अंग्रेजों
sacred ऋग्
strategy रणनीति
truth सत्यता
fast गतिशीलता
moralist नीति
today आज
ringworm दाद
company कम्पनी
study अध्ययन
proved साबित
set जड़
usha उषा
availability उपलब्धता
example मिसाल
remote प्रत्यक्ष
frequently प्रायः
past भावी
assess आकलन
retail खुदरा
went गईं
important महत्त्वपूर्ण
ideas युक्तियों
jahangir जहाँगीर
addis एडीज
tendulkar तेंडुलकर
chart अनुसूची
corruption भ्रष्टाचार
invisible लुप्त
club क्लब
bhosle भोसले
mound टीले
teasing तंग
magazine पत्रिकाएँ
generation पीढ़ी
length लंबाई
waste व्यर्थ
conversion रूपांतर
sunni सुन्नी
eventually आखिर
practice अनुशीलन
drop गिरने
gender लिंग
date तिथि
tour दौरा
access पहुँच
which जो
considering मानती
delegation मंत्रिमंडल
graceful सुशोभित
music ताल
source सोर्स
agreement सहमति
offices कार्यालयों
order बारी
anna अन्ना
selected मनोनीत
clean साफ
lectures उपदेशों
central सेंट्रल
adinath आदिनाथ
methods विधियाँ
fresh स्वच्छ
cloud मेघ
swine स्वाइन
literary साहित्यिक
tell बोलता
worker मजदूर
swain स्वाइन
name लुई
can केन
vinita विन्या
morality नैतिकता
equipment उपकरणों
play खेलने
build बने
shape ढांचे
medal पदक
particularly विशेषकर
it बह
buildings इमारतें
kept रखे
doom क़यामत
retention धारणाओं
domestic पारिवारिक
brought लाये
intermediate मध्यवर्ती
afterwards पश्चात
low नीचा
evening शाम
assessment मूल्यांकन
shown दिखाया
attracted आकर्षित
pig शूकर
scarred क्षतिग्रस्त
buffalo बैल
independence गणतन्त्र
cambridge कैम्ब्रिज
mithun मिथुन
talks बातें
enters प्रवेश
told सुनाई
diwali दीवाली
branches शाखाएं
rule रिवाजों
real रियल
fighting लड़ने
quantum क्वांटम
pride गौरव
daily प्रतिदिन
medicines औषधीय
prasad प्रसाद
old वृद्ध
ear श्रवण
house हाउस
1984 १९८४
developed प्रशस्त
drought सूखा
said कथित
classics शास्त्र
pollution प्रदुषण
tools उपकरण
organ तिल्ली
muscles पेशियों
uar उर
citizenship नागरिकता
casts जनजातियों
praise अस्तु
plate थाली
mythology पुराणों
dna जीनोमिक
sorrow ग़म
section वर्गों
groups समितियों
living आवास
available उपायुक्त
progress प्रगति
walking चलना
code संहिता
recently हाल
breed नस्ल
uncontrolled अनियंत्रित
occurs जाती
enrolled नामांकित
dhoni धोनी
found पा
love स्नेह
so सो
completion क्षतिपूर्ति
gayatri गायत्री
acquisition अधिग्रहण
different विभिन्न
x एक्स
wholesome अमीर
psalm भजन
intervention हस्तक्षेप
asia एशिया
danger खतरा
electronic इलेक्ट्रॉनिक्स
do करने
thread धागे
full परिपूर्ण
maithili मैथिली
hijri हिज्री
ministers मंत्रियों
khanna खन्ना
communication संपर्क
1977 १९७७
not न
trip दौरा
welding वेल्डिंग
name दयानंद
integration संघटन
euclid यूक्लिड
stage सख्ती
gallery गैलरी
officer अफसर
constant सतत
net जाल
ancestors पूर्वजों
edited सम्पादित
vijayanagar विजयनगर
killing निधन
chopra चोपड़ा
registration पंजीकरण
epics महाकाव्यों
cancer कर्क
taj ताज
gandhi गांधीजी
modi मोदी
end शेष
person इंसान
creation सृष्टि
woman महिला
rare दुर्लभ
tides लहरों
bikaner बीकानेर
insecticides कीटनाशकों
karina करीना
sati सती
mansion बांग्ला
powerful शक्तिशाली
certain कतिपय
towns शहरों
rotating घूमता
output आउटपुट
shade छाया
became हुईं
cellular सेलुलर
computation अभिकलन
airplane विमान
supply आपूर्ति
custody बंधन
direction मार्गदर्शन
beauty सौन्दर्य
miss कुमारी
control समाहित
criticisms आलोचनाएँ
romance प्रणय
flow बहने
srinivas श्रीनिवास
intent अभिप्राय
peace शांति
1999 १९९९
loo लू
arose पड़ी
at एट
english अँग्रेजी
leaves पत्तों
gurudwara गुरुद्वारा
site साईट
parikshit परीक्षित
teacher आचार्य
told बतलाया
sunset सूर्यास्त
minister मंत्री
kshatriya क्षत्रिय
basis धरातल
luck सौभाग्य
decisive निर्धारक
nathuram नाथूराम
greet नमस्ते
colourful रंगबिरंगे
fictitious काल्पनिक
change बदलाव
round फेर
books बुक्स
important विधायी
1936 १९३६
altas मानचित्रावली
episode कड़ियां
1942 १९४२
restore बहाल
was थीं
tap नल
have पड़े
largely मोटे
stories कथाओं
gujrat गुजरात
team टीम
blog ब्लॉग
dad बाप
eagerness इच्छा
will मिलेगा
stomach आमाशय
cracked कटा
bee मकड़ी
ancient पुरा
europe युरोप
tax कर
spread पराग
contention प्रतिस्पर्धी
vindhya विन्या
thin पतले
treatment चिकित्सा
murder हत्या
minister मंत्रि
whom जिसको
adequately काफी
banks बैंकों
lift उठाना
mental मानसिक
hands भुजाओं
hyderabad हैदराबाद
careful जागरूकता
whore वेश्या
sacrifice त्याग
book किताब
ancient आर्द्र
festivals पर्वों
plant प्लांट
offspring संतान
tasty स्वादिष्ट
literature साहित्‍य
lifestyle जीवनशैली
missing लापता
logical तार्किक
undoubtedly निसंदेह
1964 १९६४
deep घने
building इमारत
oceans महासागरों
32 ३२
ballabh बल्लभ
evict निकाल
tyrant अत्याचारी
name रूपी
america अमेरिका
picture तस्वीर
policies नीतियों
power पावर
balanced संतुलित
touching मार्मिक
branches शाखाएँ
godavari गोदावरी
real असल
international इंटरनेशनल
university यूनिवर्सिटी
weapon सत्र
senate सीनेट
saint बाबा
they उन्होने
mention ज़िक्र
activities क्रियाकलाप
sit बैठ
permanent स्थायी
talk बोलना
we हमने
so-called तथाकथित
named नामित
year इसवी
rameswaram रामेश्वरम
policy नीति
intend निमित्त
underscore रेखांकित
shivaji शिवाजी
panchayats पंचायतों
greatness महानता
epic महाकाव्य
ceremony समारोह
loss नुकसान
similarity समांतर
waterflow जलधारा
leave छोड़
increase बढ
patna पटना
iranian ईरानी
distress अशांति
prevention बचाव
allying गठबन्धन
design बनावट
islamabad इलाहाबाद
roughly मोटे
lean झुका
is होती
turn बार
production उत्पाद
destroyed नष्ट
culture परंपरा
door दरवाजे
doors द्वारका
support निभाई
turmeric हल्दी
shown दिखायी
heaven परलोक
him को
civility सभ्यताओं
german जर्मन
don डॉन
times गुना
major महा
interested व्यतीत
make बनाते
dispersion फैलाव
incantation मन्त्र
music म्यूजिक
crush पीस
falling गिरती
her उसकी
zakat ज़कात
place चंडीगढ़
weapons अस्त्रों
infusion क्वाथ
unimaginable अद्वितीय
features अवयव
cover ढक
rajput राजपूताना
capital ढाका
whose जिनके
raise उत्कर्ष
ramchandra रामचन्द्र
infested पीड़ित
songs गाने
luck शुक्र
doctor डॉ
defeat पराजय
produce उत्पादित
mukherjee मुखर्जी
clear साफ
climb चढ़
mistake गलती
last आखिरी
service प्रदान
carbonic कार्बनिक
costly कीमती
achievements उपलब्धियों
pacific प्रशान्त
born उत्पत्ति
earth धरा
edge किनारे
wikimedia विकिमीडिया
urban नगरीय
shoes जूते
condition पारिस्थितिक
knowledge जिज्ञासा
legs पांवों
criticism समालोचना
uncle चाचा
currently फिलहाल
change बदलता
move चाल
pope पोप
opposite विरोधी
ben बेन
speaker स्पीकर
promise प्रतिज्ञा
thermal उष्मा
her उससे
monsoon मानसून
name आकिल
chaturvedi चतुर्वेदी
these इन्हीं
passing गुजरती
fabric बना
itch खुजली
amazingly आश्चर्यजनक
food खानपान
contour समोच्च
serious घोर
rivers नदियाँ
teachers गुरुओं
self आत्म
pestilence महामारी
stars तारों
gun बंदूक
summer ग्रीष्म
mausoleum मकबरा
architecture वास्तुकार
goddess देवता
accomplished निपुण
which जिन
measure नाप
cave गुफाओं
sperm विषाणु
subhadra सुभद्रा
importance महत्व
front मोर्चा
historian इतिहासकार
child शिशु
ghats घाटियों
bounce उछाल
sbi एसबीआई
lighted जलती
preaching उपदेश
translate अनुवाद
permanent शाश्वत
sell बेच
mongolia मंगोलिया
found जाने
expectation प्रत्याशा
mig मिंग
leadership नेतृत्व
tactics रणनीति
give जनित
desire कामना
women महिला
peak चोटियाँ
counted गिनी
faith श्रद्धा
ex एक्स
lodge दायर
partner साथी
hit मारना
real सच्चा
explorer रिचर्ड
large वृहद
gps जीपीएस
software साफ्टवेयर
distribute वितरण
test कसौटी
sermon प्रवचन
spiritual आध्यात्मिक
bow धनुष
romance रोमांस
outcome अंजाम
abound भरपूर
priority प्राथमिकता
cooperative सहकारी
holika होलिका
established स्थापत्य
another दूसरा
mosquitos मच्छरों
carpel स्त्रीकेसर
power ताकत
change निषेचन
problem मुश्किल
western पश्चिमी
nal नल
bound बाध्य
revolutionist क्रांतिकारी
muscles मांसपेशियों
different बहुल
trial कार्रवाई
dangerous घातक
pot बरतन
infected यकृत
conduct आचार
gold गोल्ड
got पाया
gobind गोबिन्द
necessary आवश्यक
dignity शान
d ध
hail उत्पत्ति
river नदी
or वा
ash रॉक
sewing सिलाई
rule नियम
proximal निकटवर्ती
history चरित
survey सर्वे
rain वर्षा
garg गर्ग
slavery गुलामी
accident दुर्घटना
lesson पाठ्य
goenka गोएंका
liberal खुले
decorate अलंकरण
vitamin विटामिन
seetha सीताजी
palm हथेली
majority अधिकाँश
kashi काशी
sad विशद
atrocities अत्याचार
hazrath हजरत
nanda नंद
d ड
india हिंदुस्तान
november माघ
opinion मतानुसार
ball गोलक
1907 १९०७
welcome स्वागत
king शाह
clashes संघर्षों
vote वोट
societies समाजों
series श्रृंखलाओं
perfection पवित्रता
processes प्रक्रियाओं
gemini जमीनी
touch छू
colony उपनिवेश
zone ज़ोन
eight आठ
emperors सम्राटों
voucher पर्ची
fish निडारिया
reconstitution पुनर्निर्माण
countries लोकों
ceremonies अनुष्ठानों
akhil आकिल
but मगर
safe संभाल
year संवत
swamiji स्वामीजी
pole स्तम्भ
differences भेदों
m. एम०
man पुरुष
polluted प्रदूषित
dussehra दशहरा
campus परिसर
sector अंचल
brightness उजाला
started लगे
decades दशकों
intention इरादा
triangle त्रिभुज
swathe पट्टी
jhansi झांसी
hope आशा
genitalia जननांग
consequently फलत
like मसलन
importance विशेषतः
kanyakumari कन्याकुमारी
position दशा
model नक्शा
modern आधुनिक
bush बुश
crowd गुट
incursion घुसपैठ
haridwar हरिद्वार
he उन्होंने
travel रमण
tope टोपे
saheb साहब
appear आभासी
transmission संचरण
villages बस्तियों
speaking भाषी
questions सवालों
foreign विदेशी
internal अर्न्तगत
1850 १८५०
stay रहे
koran कुरान
mentioned अंकित
forest जंगल
complete पूर्ण
festiva त्यौहार
couple युगल
stay रहो
diseases बीमारियों
sage योगी
casts डालती
recommendation सिफारिश
steel स्टील
straight सीधा
england इंग्लैण्ड
slowly धीरे
notable उल्लेखनीय
programs प्रोग्रामों
all सारे
hide छिप
conditions शर्तें
go चले
page पन्ना
chapter खण्ड
emissions उत्सर्जन
1929 १९२९
sandstone बलुआ
expatriation छोड़ने
reflection प्रतिबिम्ब
simple साधारणतः
shore मज़बूत
child सन्तान
member कार्यपालक
atmosphere वायुमंडल
result फलत
attention ध्यान
beauty सुंदरता
weapon हथियारों
rivers नदियां
watch देखना
varun वरुण
on-line ऑनलाइन
equation समीकरणों
poisonous वैश्विक
get पा
name इंद्र
goodness सगुण
them वें
coffee कॉफी
wild वन्य
revenge बदला
port अड्डा
teg तेग
speak बोली
separation विभेदन
turtle कूर्म
invite आमंत्रित
childhood बाल
operation संचालन
ganguly गांगुली
paragraph टिप्पणियों
filled भरी
joined सयुंक्त
opposition विरोधियों
basti बस्ती
vivek विवेक
d ढ
use प्रयोजन
injury चोट
secretariat सचिवालय
worker कारीगर
introduce प्रणयन
proof परिमाण
memory स्मृति
door दरवाजा
little लोप
free मुफ्त
prohibited निषिद्ध
however हाला
male नर
mark मार्क
lines रेखाओं
silent मौन
patience सहन
ferry घाट
region प्रांत
writings कृतियों
oriented उन्मुख
vehicle वाहिनी
place जगन्नाथ
topmost सर्वोपरि
long लंबे
scripture धर्मशास्त्र
her उन्हे
partition विभाजन
sao साओ
stomach आंत
presence उपस्थिति
writings प्रबंध
56 ५६
reject निषेध
thirteenth तेरहवीं
monoxide मोनोऑक्साइड
submitting प्रस्तुतिकरण
tells बताते
collection संग्रहित
working कार्यकारी
circumstances परिस्थितियों
mythical काल्पनिक
sinner पापी
technology तकनीकी
ulcer तिल्ली
cancer कैंसर
game आखेट
vast अपार
fixed स्थूल
king शाहजहाँ
mathur माथुर
martyr शहीद
colonialism उपनिवेशवाद
queen महारानी
friction घर्षण
american अमरीकन
them उन्ही
dynasty राजवंशों
meals भोजन
devolved न्यागत
cheap सस्ते
yama यम
avatar अवतार
ferment किण्वन
is हुई
fasting व्रत
but बल्कि
paralytic घृत
build बनवाया
language लैंग्वेज
parallel समानांतर
filling भरकर
podcasting पॉडकास्टिंग
essential जरुरी
pull निकालने
mist आर्द्रता
umbilicus नाभि
islam इस्लाम
conception अवधारणा
quotable सुभाषित
intimacy आर्द्रता
impose लगाए
preceding पूर्ववर्ती
means जरिए
snatch छीन
student छात्र
paleolithic पुरापाषाण
swelling सूजन
long लंबी
thousand हजार
embryonic भ्रूण
unemployment बेरोजगारी
verse छन्द
laboratory प्रयोगशालाओं
set गुट
grapes अंगूर
direction निर्देशित
distribute बाँट
mausoleum मकबरे
matter मामला
meeting बैठक
up उठने
connection लिंक्स
jaya जया
hands कलाई
rings छल्ले
section अनुभाग
low अल्प
libertarians उदारवादी
clothes वस्त्रों
types श्रेणियाँ
overs ओवरों
most अधिकाँश
arranging जुटाने
1963 १९६३
font मंगल
garden पंचवटी
rulers शासकों
spine रीढ़
audio ऑडियो
fall प्रपात
pond तालाब
direction निर्देशन
gurukul गुरुकुल
methods पद्धतियों
18th अठारहवीं
previous भूतपूर्व
active सक्रिय
jupiter बृहस्पति
watt वाट
gold सोने
proof प्रमाण
commander कमांडर
striker स्ट्राइकर
product उगाई
emphasis ज़ोर
those जिन्हे
teeth दाँत
optics प्रकाशिकी
youth युवाओं
album एलबम
hang लटका
sweden स्वीडन
shows दर्शाती
prayer प्रार्थना
arise उदित
instruction आदेशों
siberia दलदल
kosi कोसी
islands द्वीपसमूह
place जगह
chambal चम्बल
indicator बोधक
alcohol शराब
materials पदार्थो
errors त्रुटियां
appreciation समालोचना
open ओपेन
ahmedabad अहमदाबाद
problem संकट
rahim रहीम
blue नील
khalifa ख़लीफ़ा
monk भिक्षु
of ऑव
excursion सैर
calculated निकलती
40 ४०
increase बढ़ाया
thumb त्रिपुरा
priest पुजारी
daad दाद
prithviraj पृथ्वीराज
regular नियमित
major मेजर
palace गद्दी
different नाना
1985 १९८५
adherence पालन
general आम
because क्योकि
normal सार्वजानिक
planet शनि
official औपचारिक
decay घटती
disease इतालवी
jha झा
thus अत
ban रोक
over चुके
higher ऊंची
formula सूत्र
forever सदाबहार
cup प्याले
new नव
gujarati गुजराती
indicative आभासी
army सेना
archaeologist पुरातत्वविदों
opulence दौलत
rocket रॉकेट
and होकर
prices कीमतों
ended विलीन
surrounding परिवर्ती
bharatpur भरतपुर
relations सम्बंधी
commentator व्याख्याता
many नाना
programs कार्यक्रमों
another दूसरे
mainly मुख्यतः
film चलचित्र
informations जानकारियाँ
left बाई
avatar अवतारों
high परम
summary सार
traditional परम्परागत
close बंध
direction सूत्र
tipu टीपू
hurt घायल
drama नाट्य
written रची
delayed स्थगित
raise उठाये
devotion प्रणव
bring लाए
ministry मंत्रालयों
changing परवर्ती
king बादशाह
store संचय
leaders नेताओं
specially विशेषकर
converted बदला
projects परियोजनाओं
types किस्मों
departments विभागों
pandav पाण्डव
part पहलू
worry ग़म
music नाद
do करना
coins सिक्के
creation बनाने
live रहने
