states штатах
eastern східного
fragments фрагменти
accepted прийняти
century віком
waste втрата
too дуже
doctor лікар
campaigns походив
plenty багатьма
adverb прислівник
flow потік
world всесвітня
cossacks козаків
invasion вторгнення
manifestations проявів
combat бойової
stability стабільність
goals цілей
mythology міфологія
influenced вплинули
bearers носіями
picture картина
band гурту
possible можливим
formed утворився
strong сильні
national внутрішнього
commercial торговий
dependence залежність
divisibility подільність
cpu кпу
xi хі
solution собі
recapitulation переліку
negative негативно
directory директорії
applications використанням
reforms реформи
conception концепції
intonation інтонація
mechanic механіки
tour тур
economic економічний
were знаходились
advances виступає
programme програмою
polish поляки
south південь
simple простих
mentioned згадується
text тексті
rebuilding перебудова
numerical кількісні
full повного
recollections згадки
extension поширенню
governed керував
attempting намагаючись
estate маєтку
middle середнього
writers письменники
vegetative рослинний
ballad балада
ussr ссср
justice судових
officially офіційно
became стало
moscow москві
acts актів
little менших
republics республік
th ий
economy господарстві
ukraine україну
sound звук
hectare га
epos епос
simferopol сімферополь
gradually поступово
print гравюра
future майбутньої
relief рельєфу
size величину
state держави
specialized спеціалізовані
history истории
cover покрив
function функцією
add додати
juridical юридично
carpathian карпат
god богу
economic господарських
lithuania литва
volumes томах
field поле
pheasant фазанові
code коду
partner партнера
yulia юлія
suffered зазнала
periods епох
poland польща
lead довести
literar літературних
envelop охоплює
astronomy астрономії
born народився
dollars доларів
recognizes визнається
forests лісами
united сполучених
reptiles плазунів
special особлива
linguistic мовознавства
church церковної
world всесвітньої
support підтримки
kiev київські
passed проводили
history історією
disease хвороби
elements елементів
let нехай
overcome подолання
eparchy єпархії
kovalenko коваленко
alexander александра
calamagrostis куничник
theoretically теоретично
anatoliy анатолій
ethnic етнічної
markets ринки
translation перекладу
special особливе
little невеликий
defence захисту
lvov львівський
roman римським
settling поселень
dictionary словника
german німецьких
inquisition інквізиція
supreme верховною
cultures культур
began почала
station станція
envelope оболонка
mountains гір
enough достатньо
wrote писали
stone каменю
christianity християнства
luther лютера
period періоду
union союзі
language речі
reformation реформація
vowel голосних
components складові
character характер
success успіх
black чорному
investigates досліджує
terms термінах
rural сільського
army військову
export експорт
introduction вступу
prolonged тривалого
division розділу
countries країнами
interest інтересу
executive виконавча
company компанії
became стала
went пішла
female жіночий
female жіночі
tradition традицію
eastern східному
confluence злиття
famous найвідомішими
specific специфічні
after після
initiative ініціативою
see бачити
national національною
made зробили
islands островах
mariupol маріуполь
sphere сфера
theme темою
supreme верховного
heroes герої
concentration концентрація
adherents прихильників
uncertain невідомо
use користується
animal тваринний
exercise здійснюють
woman жінка
great великої
any жоден
conclusions висновків
errors помилки
nature природу
letters листи
field родовище
back назад
supreme вищих
reached досяг
british британського
degree ступенем
literar літературний
paint фарби
jupiter юпітера
appearance вигляді
decide вирішити
production виробництво
appear виходять
costs вартістю
here сюди
lviv львова
crown корони
created створено
royal царської
position становище
land земель
bargain угоди
labour робочої
cycle цикл
fights боїв
coat шар
syrinx сірінга
crossbill шишкар
fate долі
space космосу
expansions поширенням
renew відновити
black чорні
never ніколи
edition редакцією
church церковного
reach досягти
koval коваль
province губернія
this це
where куди
central центральні
machine машина
brazil бразилія
main основної
italian італійських
aesthetic естетичних
known відомих
hungary угорщині
outstanding видатного
is складає
season сезоні
give давати
reformation реформування
petroglyphs петрогліфи
it собі
lowering зниження
place місця
poles поляками
autumn осені
roman римський
exploitation експлуатації
christians християн
rich багаті
keep тримати
is буває
max макс
mariupol маріуполя
step крок
mass масове
law закон
used використовували
oleg олега
morality моралі
private приватна
placed розташовується
universal універсальний
exchange заміни
assists сприяє
port порт
multiform різноманітна
ukraine україни
millions мільйони
possible можливих
groups груп
manifests проявляється
mother матір
him нім
mediterranean середземноморський
politics політику
methods методи
or або
characteristic характерним
practical практичне
transport транспорту
album альбом
evidence свідченням
replies відповіді
directory директорія
side стороною
sector сектор
influence впливом
quantity кількості
ukrainian укр
cpsu кпрс
look погляду
other інший
culture культури
memorial меморіал
political політичну
researches дослідженнях
contribution внесок
temperatures температур
various різноманітний
contemporary сучасними
married вийшла
petr петра
picture картини
architecture архітектуру
human людське
ancestral родового
dependence залежності
representation представництво
economic економічного
spiritual духовних
gave дали
western західний
constructed побудував
term терміном
called назв
near коло
disease хвороба
equipment устаткування
died помер
humanism гуманізму
state держава
moments моменти
statute статут
principle принцип
expression вислови
orthodox православні
birth народження
arranged уклав
budget бюджету
norms норми
phonetic фонетичні
interesting цікаві
penetration проникнення
philip пилип
reformation реформації
top вершиною
lithuania литви
freedom свободу
meeting сходи
membership членство
centuries століттях
very самий
signs ознаки
yulia юлії
essentially істотно
close близького
limitation обмеження
calculation розрахунку
created створюються
populated населяли
processes процесах
wikipedias вікіпедіях
ideal ідеального
estimated оцінюється
telamon теламон
led призвів
graffiti графіті
important значним
remote далекому
thinks вважає
normative нормативного
preservation зберігання
support підтримка
greek грецькі
ternopil тернопільська
teamwork співпраці
arms герби
club клуб
regimes режимі
understood розуміється
a цілого
religion віросповідання
order наказ
important важливий
natural природний
parliament парламенті
publicist публіцист
treaty угодою
live живого
rilke рільке
painting живопису
used користувався
continued тривали
plant заводу
socrates сократ
entered ввійшли
viktor віктор
this даній
base база
accepted прийнято
introduce ввести
use користування
but но
intellectuals інтелігенція
executed виконуються
deepening поглиблення
sphere сфери
behaviours поведінки
intensive інтенсивно
cult культ
them них
belarusians білоруси
palaces палаци
armenia вірменія
fraction фракції
first першій
local місцевої
went йшли
calculus числення
regiment полку
simplest найпростіші
palace палац
water вод
yew тис
used використовують
created створені
problems проблем
capital столиці
is представляє
microorganism мікроорганізмів
way способу
donetsk донецьк
god бога
efforts зусилля
equipment обладнання
einsteinium ейнштейній
periodical часопис
rapture захоплення
reason причиною
modes способи
developing розвиваються
igor ігоревім
special особливо
canals канали
principal головною
other іншим
reality реальності
territory територіях
values цінностей
or чи
form формуватися
it неї
coach тренер
chemical хімічна
institutions установах
translation трансляції
titanic титаніка
elements елементи
dairy щоденник
legislative законодавчої
vegetal рослинний
national національної
tempo темпи
ports порти
custom звичаї
received отримані
volume зб
reality реальність
endured тривала
terrestrial земної
summer літній
publications виданням
asia азію
functioning функціонування
low низький
environment оточення
markets ринках
moved переїхали
complexes комплексів
fate доля
concentrated зосереджена
counted налічується
thinking мислення
eastern східна
indexes показники
simple простий
dead мертвих
hotel готель
just щойно
live мешкають
health здоровя
term терміну
mihailo михайло
mechanics механіка
agreement договором
form становлять
supreme вищим
life життям
reactor реактора
overturned будувалися
rural сільських
against проти
adopted прийнятий
coordinated погодився
ternopil тернополі
crown корона
slaves рабів
political політичне
experience досвід
jehovah єгови
analogous подібний
chamber палата
demand вимагають
asia азія
permission дозволу
theoretical теоретичних
ensure забезпечити
portugal португалії
organisms організмами
presidium президії
th их
team колектив
our нашої
aristotle аристотель
of про
competitions змаганнях
commission комісію
consequences наслідки
vegetation рослинність
private приватної
sunny сонячна
north північна
state державна
earlier раніше
gothic готики
volyn волинська
increase приріст
preserved збереглись
this цю
make проводять
natalya наталія
electronic електронної
capabilities здібностей
spheres сфер
sultan султан
universitet університет
left залишили
effect ефекту
creation створення
states державами
conception світогляду
club клубу
intervention втручання
membership членства
place місце
comedy комедія
great великою
exclusion вилучення
water водами
allow дозволяють
objects обєктів
juridical юридична
none жоден
take захопити
transfer передавати
success успіхів
law закону
social суспільних
local локальних
star зірка
this ця
photograph фото
counts нараховує
made проведено
places містах
ukraine україна
use вживання
price ціна
international міжнародна
article стаття
little малого
army військове
natural природного
stage кін
brazil бразилії
known відомим
aristotle аристотеля
cemetery кладовищі
politics політикою
information інформацією
springs весни
high високому
put поставити
weakness адинамія
devices пристрої
persons осіб
labor праця
contact контакті
central центральне
algorithms алгоритмів
history історії
institution закладу
mass масово
gave дало
led вела
projects проекти
observance дотримання
called називають
inside всередині
ternopil тернополя
sugar цукру
estimation оцінювання
competition конкуренція
civil громадянських
poland польщу
turn обертаються
ferments ферменти
article статтю
introducing запровадження
georgia грузія
engraving гравюри
space простір
waterway водного
taxes податків
volterra вольтера
components компонентами
destructions руйнування
special особливу
village села
science науку
composer композитор
catholic католицької
reaches досягає
notifications повідомлення
smith сміт
keep дотримуються
committee комітети
april квітні
access доступу
with зо
establishes встановлює
using використовуючи
majority більшості
obligatory обовязковим
helmet шолом
district повіти
true правда
sympathy співчуття
chernivtsi чернівецька
poet поета
sharply різко
capital столиця
implemented проводилася
collectives колективи
historians історики
popular народної
murder вбивство
give дають
beautiful прекрасне
base бази
formerly перш
community спільноти
nassau нассау
partners партнери
background фон
templars тамплієрів
though всетаки
crockery посуд
kinds видах
chemical хімічної
half половини
tradition традиція
ones одними
correspondence листування
groups групі
indian індійського
division розділ
vibrations коливань
prolonged тривалої
could змогли
executive виконавчий
aesthetic естетичного
interior внутрішнім
liquidation ліквідації
appear виявляються
capital столицю
hypothesis гіпотез
new новою
appeared зявились
heritage спадщини
state державне
piece штучного
quarter чверть
national національними
bark барка
made робили
precipitation опадів
importance значень
back часів
iliad іліади
affirmation твердження
legislation законодавством
deputies депутати
armament озброєнь
specialized спеціалізованих
good кращі
opened відкрита
arms герба
sum суму
subdivisions підрозділів
iran іран
secular світських
productivity продуктивність
average середній
membrane мембран
wooden деревяних
important важливих
etc. ін
other інших
paris паризької
finished завершується
linguistic мовних
western західному
started почалися
byzantine візантія
meaning означення
draw намалював
radical радикальних
molybdenum молібден
representation представництва
led відомим
viewing огляду
this цим
interpretation тлумачення
action діє
cathedral собор
nature природі
organization організацію
trident тризуб
battleship броненосці
look дивіться
stations станції
state державу
tatars татари
sheptytsky шептицького
herald вісник
nationalities національностей
so такою
tigers тигри
chamber палати
dances танці
king король
concrete конкретні
american американських
russian руська
principal головної
protozoa найпростіші
radiometer радіометр
edition редакція
central центральну
messenger вісник
born народилися
light світлі
personality особистості
forms формами
publications виданнях
emperors імператорів
subordinates підлягає
civic громадський
grow рости
spanish іспанська
production виробництва
organization організація
contrary навпаки
totality сукупність
federation федерації
language мовної
fish риба
functions функціями
sarmatians сарматів
universal універсал
humanitarian гуманітарних
support підтримку
close поруч
immediately безпосередньо
comedy комедії
tributaries притоки
noun іменник
marx маркс
portugal португалія
lithuanian литовського
europeans європейців
head очолював
mazepa мазепи
commission комісії
aerial повітряні
spiritual духовні
home родина
special спеціального
elected обрано
state державному
people народним
confirm підтверджують
top вершини
publishing видавнича
closer ближче
bound повязують
morality мораль
economic економічних
acquired здобула
periods періодів
waives поступається
groups угруповань
archaeology археології
bulgaria болгарія
reserve заповідника
losses втрати
acts дій
kiev київському
medieval середньорічна
established встановлена
battle битва
c. c
francois франсуа
army військова
star зірки
aids снід
genetic генетичної
limited обмежений
full повному
essay есе
american американська
magnetic магнітного
part частинами
strictly строго
our наше
architecture архітектурі
russia росію
kind виду
payments плати
winter зими
tribes племен
policy політиці
role ролі
ministry міністерства
took взяв
six шість
poland польських
winter зміні
king короля
trees дерев
external зовнішнім
system система
become стану
summer влітку
norms норм
conception концепція
jesus ісуса
finally зрештою
lands землях
genes генів
carbonates карбонати
arms руках
event випадок
started навчався
own власну
literary літературна
iron залізних
russian руське
roman римського
consisted складалося
collects набирає
texts текстів
largest найбільшими
disappearance зникнення
mineral руда
donetsk донецькій
commander командир
sides сторони
payments внесків
works робіт
typical типовий
repressions репресії
beliefs вірувань
georgia грузії
recognized вважався
rural сільському
engraving гравюра
increases збільшує
rock рок
nations народі
liturgy богослужіння
laws законами
old стара
demand попит
messages повідомлень
cherkasy черкаський
conception концепцію
got отримував
experiments експерименти
gather збираються
chief начальник
dnipro дніпром
considerable значні
caused принесли
local місцевими
liquidation ліквідацію
elected обраний
semifinal півфінал
information інформація
regional обласної
harry гаррі
heavenly небесних
since відтоді
competition конкуренції
keeps зберігає
reactor реактор
words слів
ussr урср
act дію
considered вважав
creation відтворення
commander полководець
modality модальність
shah шахи
rudimentary початковий
cultivate вирощують
duplication розмноження
middle середині
ideas ідей
forests лісів
nourishment живлення
movements рухів
medicine медицині
subjects сюжети
order розпорядження
metatarsus плесно
clinic лікарня
thinks вважати
pain біль
general генеральної
consciously свідомо
information інформацію
property властивість
alexandrovich олександрович
economy економіка
liquidation ліквідація
congress конгрес
true правди
returns повертається
mesopotamia месопотамії
profess сповідують
difference відміну
located знаходився
community спільнота
later пізніші
administrative адміністративно
metropolis митрополії
whole всій
high високого
topic тема
somewhere подекуди
represents відображає
greeks греків
half половина
hour час
astronomy астрономія
april квітня
periods періоди
political політична
equality рівності
choice вибір
problem проблему
general загальні
our наша
grammatical граматичних
regions регіоні
regions районів
angles кутів
influences впливає
joseph йосип
place містом
march березень
speed темпи
calculation рахунок
days дні
appeared виявився
future наступна
agriculture землеробства
reform реформу
change змінюють
situation положення
new нової
saw бачив
committee комітету
brand марки
old старого
essence сутності
show шоу
enough доволі
knowledges знання
lived проживали
affirm стверджувати
honey мед
wide широкого
verb дієслова
happiness щастя
called званої
paper папір
social соціальну
france франція
methods прийоми
true правду
tasks задач
suffering страждання
alive живого
accepted прийняті
powerful сильним
eastern східну
impregnation запліднення
socialism соціалізму
cossack козака
pacific тихий
archeological археологічні
possibilities можливостей
construction побудову
publish видати
official офіційною
young молодий
feudal феодального
position посада
scientific наукових
equality рівність
river річки
characterized характеризується
general загальною
all всіма
improvement покращення
artists митці
anglo-saxon англосакси
kharkiv харківської
music музиці
presented присутня
methods прийомів
document документу
whom кому
nep непу
felt відчувається
accompanied супроводжується
given надається
quran корану
writes пише
established запровадив
specially спеціально
spheres колах
show відображають
high високий
cover оболонки
central центральній
congress зїзду
region регіоні
ethnic етнічними
author автора
each кожного
constant постійні
monday понеділок
quarter чверті
high високими
applies застосовують
power владу
decisions вирішення
questioning опитування
straight прямі
louis луї
continue продовжувати
grows зростає
strength могутності
inevitably неминуче
increase збільшити
quickly швидко
all усім
constructed збудовано
highest вищою
kiev київська
importance значенні
extended поширився
ukrainian українські
moscow москви
aristocracy аристократії
powerful сильний
integral невідємною
western західного
rhetoric риторики
documents документах
political політичного
lithuania литві
electric електричний
detachments загонів
x-ray рентген
treaty договору
edition редакції
minute хвилина
scythians скіфи
expressed висловив
telephone тел
appeared вийшло
greatest найбільших
frederick фрідріх
entered увійшло
true справжнього
regions регіони
women жінки
cro-magnon кроманьйонці
winter зима
mosaics мозаїки
negative негативних
essays нариси
differ відрізняються
wikipedia вікіпедії
movements рухи
youth молодь
stages ступені
got потрапила
services службі
registration запису
physical фізичної
machines машин
vinnytsia вінницька
facilities споруди
where були
emphasize виділення
interaction взаємодії
phase фаза
taxi таксі
adjacent суміжних
economy господарства
seemed здавалося
literar літературні
tempo темпами
human людиною
huge величезні
hunger голод
peculiar властивий
ancestral родовий
princes князі
practice практиці
region область
lesya лесі
ancient давньої
warsaw варшави
three трьох
schoolboy учень
protest протесту
posted розміщені
attention уваги
accordingly відповідно
common спільної
eastern східній
greatest найбільшого
classical класичний
rules правилами
border краї
decision постановою
green зелені
director директор
nationalism націоналізму
chiefly головне
contiguity зіткнення
bogdan богдан
state державну
specific специфічних
began розпочалися
approved затверджений
height висота
expressions вираження
orchestra оркестру
political політичній
designation позначення
multitude безлічі
stood стояв
signing підписання
membranes мембран
adverb прислівники
capable здатні
collecting збирання
overall загалом
times разів
murder вбивства
poltava полтаві
volyn волині
decade десятиліття
championship чемпіонат
forces сил
set ставили
grade оцінка
greek грецьких
architects архітектори
natural природничих
bridges мости
epoch епоху
real реальний
printed друковані
factory завод
chinese китайська
search пошуки
cossacks козацьких
family родин
red червона
life житті
him собою
field полі
summer літні
formed утворено
intention намір
situated розміщена
length протяжність
was біла
ceremonies церемонії
provinces губерній
amount суми
region областю
epidemic епідемії
song пісню
revision перегляду
cells клітини
boundary межі
price ціну
named назвали
resettlement розселення
electrons електронів
freemasonry масонство
fleming флемінг
related повязаних
song пісня
psychology психології
defence озброєння
processor процесора
representative представника
called званого
set призначені
kiev київське
further подальша
special особливого
fragments уривки
black чорна
pavel павла
usage вжитку
components компонентів
efforts зусиллям
aesthetic естетичні
important визначним
high високим
niobe ніоба
entered входило
passes переходить
ethical етичні
support підтримує
put заклали
selenium селен
victory перевагу
oil нафта
initiative ініціативи
sphere сферу
stove печі
functions функцій
university університетів
productivity продуктивності
arms гербів
search пошуку
archimedes архімед
is полягає
apatite апатит
proper власного
creation творчість
monuments памятників
parallel паралелі
ukraine украины
power влади
established встановив
dishes страв
intercourse спілкування
executors виконавців
lost втратив
one одній
pupil учнів
but адже
programming програмування
left залишаються
streets вулицях
put ставить
moscow москву
remained залишилося
products продуктів
person особою
that том
condition стані
firm фірма
issued виходить
annually щороку
real реальних
this такими
numbers чисел
attack наступу
russian російський
publication публікації
southern південні
bishop єпископ
frg фрн
multiform різноманітні
supporting підтримці
kiev киев
position посади
village селі
coefficient коефіцієнт
mastering засвоєння
full повним
met зустрічаються
almost майже
land край
hungarian угорська
permanent постійні
conception концепцій
temple храм
investments інвестиції
plot сюжет
society товариство
conferences конференції
standards стандартів
labours робочих
member членом
powerful сильних
few мало
mur мур
mills станів
asia азії
project проектом
biological біологічні
river річку
covering покрив
events події
tourism туризм
stand стоять
motherland батьківщину
expresses виражає
represented представлено
provoke викликають
individual окремих
negative негативні
channel канал
gothic готика
literary літературну
code код
peony півонія
world світовою
formed склалася
soviet радянській
transformed перетворився
experts експертів
state державі
very вельми
constructed збудований
wikipedia вікіпедія
actions дій
book книга
settlement селищі
remained залишився
determines визначає
romanticism романтизму
preparation підготовці
opens відкриває
rotunda ротунда
contradicts суперечить
bedded пластових
rating рейтингу
presented представлені
marine морські
special особливі
corpses трупи
caesar цезар
nd ої
ball мяч
attempts намагається
further подальше
be бути
whom кого
realism реалізм
father батьком
jazz джаз
kinds видами
freemasonry масонства
got потрапили
elections виборах
wooden деревяні
iliad іліада
full повний
browser браузер
eyes очі
igor ігоря
symbolism символізм
plague чуми
wing крила
sommelier сомельє
appeared виник
international міжнародних
signs знаків
creative творчої
life життя
century віку
field поля
christianity християнстві
authors авторів
library бібліотека
bark кори
day дня
high високих
sciences наук
general генеральна
wiki вікі
name імені
citizen громадянин
deers олени
workers робітники
every кожний
activity дія
end кінцем
labour трудової
egypt єгипті
age епоху
channel руслі
explained пояснюється
's ті
provincial обласна
psychology психологія
logic логіки
terrestrial земного
legal правова
continuation продовження
lesya леся
considerable значній
height висоти
exist існував
looks поглядів
summer літом
grounds ґрунтується
granted надано
chemical хімічного
product продукту
part частиною
instrument знаряддя
human людських
called називалися
strait тісні
life життю
otaman отаман
novel роман
outside назовні
concrete конкретної
extraction видобутку
motives мотивами
geology геологія
aerial повітряних
manufacturers виробників
fleet флоту
protectorate протекторат
terms терміни
communist комуністичної
front фронту
ukrainians українці
problem проблема
formed сформувалися
made проведені
provokes викликає
elder старець
her нею
result результатом
academician академік
algorithm алгоритм
films фільмі
creation творчістю
happened сталося
territorial територіальної
principal головний
federal федеральний
continued продовжував
weight вага
works роботи
sport спорт
describes описує
included включала
stadium стадіону
our нашу
attempted намагалися
years літ
federal федерального
plan план
realism реалізму
artist художника
book к
constructed побудований
laws законі
survival виживання
tax податок
clytemnestra клітемнестра
present наявних
greece греція
equally однаково
removing усунення
communism комунізм
besides окремі
taken взято
business справою
soul душа
fertilizer добрив
ode ода
end кінця
viennese віденський
renaissance відродження
central центральна
occupied зайняли
latvia латвія
remained збереглася
entrance входу
brothers браття
give надати
every кожним
recognition визнання
plus плюс
danube дунай
popular народною
warsaw варшава
went йшла
look дивись
attention увагу
recognized визнано
that той
greece грецію
type типу
epoch епохи
moment момент
then відтак
regulations статуту
put закладені
relativity відносності
supreme верховної
raises заперечує
german німецьким
turkish турецькому
uncle стрий
regulates регулює
contemporary сучасних
edition видання
empire імперія
dialect наріччя
insignificant незначні
regimes режими
points пунктів
baal ваал
center центрі
object предмет
index показник
published надруковано
empires імперій
power влада
heraclitus геракліт
january січень
brotherhood братство
which якій
19th хіх
southwestern південнозахідній
pronounced вимовляється
took взяла
because бо
port порту
nancy нансі
economy господарство
considerable значна
production виробничі
historical історичну
which якому
region обл
international міжнародний
appeared зявилося
monarchy монархія
greek грецький
ideals ідеали
lives живе
jointly спільно
history іст
third третім
type різновидом
have мати
belonged належав
attack нападу
straight прямим
force потужності
faith вірою
signed підписав
sumy сумська
reform реформа
marching похідних
formations утворенням
traditional традиційні
resurrection воскресіння
represent являють
evidently очевидно
chernihiv чернігові
further надалі
phenomenon явищем
adjacent сусідні
user користувач
continued продовжив
bones кістки
subdivisions підрозділи
danube дунаю
walls стін
set набір
monomials мономах
interesting цікава
lead доводить
volyn волинь
elementary початкова
loved любив
correlation співвідношення
world світової
plans планів
conditions умови
hinduism індуїзм
caused зумовили
simple просто
belief віроїд
criteria критерії
gave дав
social соціальна
characterize характеризують
property властивості
tiger тигра
as мов
reply відповідь
terror терору
august августа
fixed фіксується
anatomy анатомія
lead ведуть
recognize визнати
original оригінальних
data дата
sometimes іноді
gain придбати
aspects аспектів
individual окремим
years роками
used використовуватися
renderings зображеннями
commonly звичайно
called закликав
environmentalists екології
egypt єгипту
performed виступав
pool басейну
solar сонячної
border краю
temples храмі
issue проблему
projects проектів
machine-building машинобудівна
incomes доходи
feature особливість
membrane мембрани
detachments загони
phd доктора
channel каналу
specialists фахівців
decree указ
egg яєць
created створене
impossibly неможливо
perception сприйняття
active активного
situated знаходяться
course перебіг
alphabet алфавітом
built збудовано
risings виникненням
major більшій
picture картину
theatre театр
princes князів
light світло
international міжнародним
went перейшли
social суспільні
composers композитори
altar вівтар
apply застосовувати
mccartney маккартні
km км
muslims мусульман
sphere сфері
diaspora діаспора
created створена
thence відтоді
different різних
image образу
czechoslovakia чехословаччини
community общини
eukaryotes еукаріотів
formed складаються
humans людині
metals металів
aim прагне
certain певний
years річчю
textile текстильна
devices прилади
numbered нараховується
colloquial розмовної
decided вирішили
kinetics кінетика
physical фізичного
inventory переписом
french французької
garden саду
names назвах
ukrainians українців
scientific науковий
point пункт
strived прагнула
individual окремий
natural природної
confucianism конфуціанство
knew знали
hamilton гамільтон
chemical хімічні
currant смородина
slowly повільно
hard тверді
unitary єдиною
day день
classical класичні
modification модифікації
worked працював
structure структура
consonant приголосні
units одиниці
goal метою
market ринкової
obtained набув
popular народного
august серпні
reactions реакцій
oil нафту
gave надавав
historical історичній
years річчя
department відділу
tropical тропічні
masturbation мастурбація
political політичному
wheat пшениці
collateral побічна
representatives представників
ukraine укр
female жіноча
german німецький
u y
island острів
novel новели
four чотирьох
renewal реновація
lviv львові
operated діяло
weight ваги
shield щита
use використовувати
voluntarily добровільно
free вільних
olesya олеся
repression придушення
kingdom царства
state державні
economic економічному
roads шляхами
end кінці
independent незалежного
russian російським
salt солі
adoption прийняттям
entered увійшла
intellectuals інтелігенції
historical історично
professional професійних
chorus хор
make зробити
complete повної
more більше
centre центру
return повернути
ridge хребта
nile нілу
height висоту
left залишив
that тією
leader керівника
social соціальне
actions дії
heroes герой
suede замша
century віки
catastrophe катастрофа
make робити
stake ставка
expressed виражена
said говорили
contact контакт
empire імперію
construction побудови
organisms організмів
thoughts думи
manufacturing вироблення
mark відзначають
potlatch потлач
took взяли
epoch епоха
emigration еміграція
type вид
democracy демократії
native рідних
immunity імунітет
third третій
text тексту
poets поети
sign ознаку
population населенням
drawings малюнків
character характеру
young молодих
sexual статевих
beginning початок
government правління
pair пара
consumption споживання
over понад
fauna фауна
six шести
borne борн
bottom дна
agglomeration агломерації
fedir федір
material матеріальної
course курс
order ладу
literary літературні
