other अन्य
existence अस्तित्व
island टापुमा
sapna सपना
origin उत्पति
lochan लोचन
democratic जनवादी
gurung गुरूङ
subba सुब्बा
110 ११०
cycle चक्र
computer कम्प्युटरको
situation स्थितिको
their उनीहरुलाई
operation शल्यक्रिया
living सजीव
happen भनिन्छ
mal मल्लको
means बुझिन्छ
residence निवासस्थान
temperate समशितोष्ण
contribution आदान
start सुरू
ghati घाँटीको
determine निर्धारित
kingdom अधिराज्यका
dignity अस्तित्वमा
example उदाहरणको
chicago उचाइमा
group मोर्चा
2048 २०४८को
hilly पहाडी
shiromani शिरोमणि
honour आदर
about करिव
blood रक्तमा
total सब्
manpower मानवश्रोत
doing गरेर
proud हर्ष
was रह्यो
make बनावट
2063 २०६३
where जहां
epic ग्रन्थ
check चेक
calendar पात्रो
noun संज्ञा
pluto यम
proud गर्व
try कोशिश
start सुरु
with संहिता
rana राणालाई
symbol चिन्ह
party दल
shravan श्रावण
request आग्रह
127 १२७
kept राखिन्छ
.com कममा
classification वर्गीकरण
gotra गोत्रका
drawn कोरिएको
present उपस्थित
that त्यसमा
market हाट
get पाइन्छन्
eternal आलौकिक
shah शाहले
transport परिवहन
walk चल
teva टेवा
marx मार्क्स
are छौ
bungalow बंगला
tradition परम्पराअनुसार
do गर्नमा
international अन्तर्राष्ट्रीय
20th बीसौं
image छायाँ
66 ६६
jewish यहुदी
got पाएको
delhi दिल्ली
head शिरमा
dignity इज्जत
145 १४५
after लाग्दछ
started थालेको
prediction भविष्यवाणी
tuesday मंगलवार
direction दिशाबाट
da ड
immediate अचानक
rogue दुष्ट
most अघिको
28 २८
pages पानाहरू
gain प्राप्ति
join जोड्ने
punishment सजायको
parsa पर्सा
breath चौडाइ
sada सदा
usually प्रायः
group वर्गमा
is हुदछ
institute संस्थानको
include समावेश
campus क्याम्पसको
make पार्ने
recent हालका
d डि
communication संचार
happen घटित
fully पुरै
progress निकास
launching प्रक्षेपण
feel महसुस
master मालिक
win जीत
sick रोगी
height उचाइमा
poems कविताहरू
speak बोलिन्छ
do गरेर
with साथ
aim उद्देश्य
value मूल्य
idols प्रतिमाहरू
for हरूलाई
like सी
sign लक्षण
compose श्रृजना
prashanth प्रशान्त
preparation तैयारी
for पक्षमा
generally साधारणत
written लेखेका
question प्रश्नको
organised व्यवस्थित
ye ये
fight लडेको
others अरूको
campaign अभियान
pain रोगहरुको
top पत्रे
etc. हरूमा
d डी
part भागमा
border सिमाना
shankar शङ्कर
millimeter मिमि
told कही
age युग
female स्त्री
structure संरचना
valley जिरी
hay चारै
leopard चित्तल
five पाँच
definition परिभाषा
single एकल
again फेरी
excursion भ्रमण
yearly वर्षमा
union एकिकरणबाट
dham घाम
pain चोट
petition दायर
chapter पाठ
residence निवास
solutions उपायहरू
simplified सरलीकृत
top तोप
festival पर्वलाई
rule राज
1000 १०००
cow गाई
rulers शासकहरु
khand खण्ड
isa ईसा
rich धनी
that यसै
management व्यवस्थापन
again फेरि
surface कक्ष
pandit पण्डित
expressed जता
my माई
agricultural खाद्य
main मुल
islamic इस्लामी
o हे
trained प्रशिक्षित
group समूहलाई
mentioned निर्धारित
subhas सुभाष
vishnu विष्णु
account लेखा
boss बाँस
resources सम्पदा
approximately अन्दाजी
effective प्रभावकारी
constitution संविधानको
poland पोल्याण्डको
lake लेक
powerful बलवान
region लेकाली
extremely अत्याधिक
university संस्थाले
congress काग्रेसको
reside रहनु
state प्रान्तीय
bc सम्ममा
bear सहन
enjoy उपभोग
reside बस्छन
area क्षेत्रपाटी
innovation अनुसन्धान
saraswati सरस्वती
came आयो
grazing चरन
morcha मोर्चा
treaty सन्धि
reach पुगेका
the लिए
temple भगवति
these यिनलाई
feeling मान्दै
decade दशक
badi बढि
sanskrit संस्कृत
lato लाटो
keeps राख्दछ
astronomy खगोलशास्त्र
nepalese नेपालीहरू
take लिनुपर्ने
twenty बीस
or अथवा
decided तय
ravi रवि
increased वढी
family दाम्पत्य
iconography शास्त्रले
name नामांकरण
he उसलाई
essay निबन्ध
education तालिम
cultivable खेतीयोग्य
attraction ध्यानाकर्षण
venus शुक्र
he उहाँले
history इतिहासका
dirty धमिलो
free स्वतन्त्र
chinle चीनले
autonomous स्वशासित
bangladesh बंगलादेशको
supervision रेखदेख
maintain मिलाई
4500 ४५००
lowland तराइ
with सँग
disagreement मतभेद
having हुनु
yes यस्
g-8 जी
main प्रमुख
similar मिल्दा
budget बजेट
public प्रजा
not होइनन्
said भनी
that त्यस
done गरीको
shankaracharya शंकराचार्यले
vanish नाश
forgiveness क्षमा
come आउन
but तापनि
gold स्वर्ण
products पदार्थ
poetry कविता
hockey हकी
best सर्वोत्तम
live जीव
decrease घट्न
came आए
kutti कुती
communication सञ्चार
temperate उष्म
compromise सम्झौताको
examiner निरीक्षक
shakya शाक्य
gloss टीका
rupandehi रूपन्देही
telephone टेलीफोन
etc. आदिको
develop विकाश
original मुल
community समुदायमा
french फ्रान्सिसी
banaras बनारस
poet कवि
method प्रणाली
mainly खासगरी
spoken बोलिने
kept राख्नु
place ठाउं
hand हात
managed व्यवस्थित
other अर्का
305 ३०५
product उत्पादित
begin सुरुवात
building निर्माणका
challenging प्रतिस्पर्धात्मक
mahendra महेन्द्र
german जर्मनीमा
freedom स्वतन्त्रताको
percentage प्रतिशतले
dang दाङमा
including समेतलाई
cut कटौती
occupy समेटेको
1971 १९७१
arnold आर्नोल्ड
ice बरफ
2004 २००४को
thinking धारणाको
christ यशु
contribution योगदान
they तिनीहरु
fresh ताजा
fish माछा
takes लाग्छ
spread प्रयोगात्मक
nepalese नेपालीहरु
breath चौडाई
kartik कार्तिक
place स्थलहरु
begin सुरू
125 १२५
government सरकारको
ahead अगाडी
general जनरल
court अदालतका
tribe वंशमा
discussion चर्चामा
equation समता
bank बैंकको
nominated मनोनित
copyright प्रतिलिपी
china चिनिया
be आ
group समुहको
123 १२३
therefore त्यसलाई
form रूपबाट
separate पृथक
my मेरो
lying पर्ने
1992 १९९२
programm कार्यक्रम
mangal मङ्गल
get पाएको
came आई
early पूर्वको
rule अख्तियार
tracker खोजी
banks बैंकको
publicise र्सार्वजनिक
famous प्रसिध्द
necessity आवश्यकताको
chettri क्षेत्री
re रे
worker कामदारको
bato बाटो
software सफ्टवेयरको
ability योग्यता
states राज्यहरूलाई
parade परेड
did ने
parasite परजीवी
1799 १७९९
time बेलाको
copyright प्रतिलिपि
known चिनिन्छ
sampark सर्म्पर्क
republic रिपब्लिक
after उप्रान्त
together सहित
movement अभियान
girl कन्या
between बिचमा
saying भन्दै
present वर्तमान
nash नाश
group समूहमा
one एक्
between विचमा
strengthening सुदृढीकरण
pilgrimage तीर्थस्थल
remain पर्‍यो
known पता
wagle वाग्ले
mathematical गणितीय
temple मन्दिरमा
serious अहम्
happiness ऐश्वर्य
father बाबु
named नामाकरण
preparation तैयार
clerk बाबु
kund कुण्ड
forum गोष्ठी
kalam कलम
music धुन
greatness महिमा
television टेलीभीजन
pay पेय
steps चरण
party पार्टीको
omnipresent सर्वज्ञ
things सामग्रीमा
items सामाग्रीको
murder वध
region अञ्चलको
industrial औद्योगिक
bush झार
interim अन्तरिम
publish सम्प्रेषण
extinguish निभाएका
kaka काका
advancing बढेर
run सन्चालित
mizoram मिजोरम
settle बसेका
shifted सरे
atheist अनीश्वरवादी
immediate तत्कालै
padma पद्य
many अनेकौं
death मृत्युको
dakshina दक्षिणा
inform जानकारीमा
institute संस्थानहरू
university विश्वविद्यालयको
load भार
requires पर्छ
president अध्यक्ष
often प्रायः
converted परिवर्तित
rule ऐनको
gorkha गोर्खा
community सम्प्रदाय
screen पर्दा
fighter योद्धा
latest पछिल्ला
guerilla गुरिल्ला
permission इजाजत
area भेगमा
types प्रकारहरू
representative प्रतिनिधिमूलक
whose जस्को
sad दुःख
meaning अभिप्रायले
operated सन्चालित
hindu हिंदू
remain रहे
105 १०५
strong बलवान
suffer भोग्नु
block अञ्चल
capture कब्जा
like झै
quality स्तरको
padma पद्म
rijal रिजाललाई
narayani नारायणी
court अदालतको
left बाँकी
2019 २०१९
loyally पूर्वक
target लक्ष्य
issue मुद्दाको
role चलाए
kilo किलो
front साम्लो
guru गुरु
edition संस्करणमा
subject विषयमा
rice धान
based आधारित
situation ब्यबस्था
gentian किरात
level सतहको
armenia आर्मेनिया
103 १०३
consult परामर्श
one एकै
campus क्याम्पसका
linguistics भाषाको
symbol संज्ञा
immediately सकिन्छ
ancient पौराणिक
side छेउ
study पढाइ
ashok अशोक
up माथि
is भएकोले
merged गाभिएको
asian एसियाली
dance नृत्य
temples मन्दिरहरु
twelve बराह
important जरुरी
cha छ
death शेष
human मानिसहरुको
here यहा
know पता
spain स्पेनी
prove प्रमाणित
following निम्नानुसारका
river सप्तकोशी
and अनि
including सहितको
humorous हाँस्य
artistic कलात्मक
hot उष्ण
environment वातावरण
institution संस्थाहरुमा
more अरू
family पारिवारिक
pane पाईने
good सकुन
kadar कदर
readiness तैयारी
road बाटोलाई
remaining बचेका
this इस
07 ०७
known जानिन्छ
raising उठाउने
leading अगुवा
source श्रोत
chaudhari चौधरी
including लगायतका
struggle संघर्ष
spain स्पेन
common साझा
great महान्
says केहीले
incidents घटनाहरुलाई
michelle मिशेल
rotation चक्रमा
far सुदुर
85 ८५
temperate उष्ण
less कमी
carry बोकेर
see हेर्नु
small छोटी
selection चयन
cool सुमधुर
sound स्वर
oval अण्डाकार
45 ५४
medicine औषधि
portugal पोर्चुगल
solukhumbu सोलुखुम्बु
relative भारदारहरू
date तिथिको
branch हाँगा
process प्रणालीले
easily सहजै
increase बढाउन
much अति
additional अतिरिक्त
sons छोराहरू
activity गतिविधि
literature लेखहरूको
first प्रथम
harishchandra हरिश्चन्द्र
campus क्याम्पस
points बुँदे
easy सहज
bosnia बोस्निया
valley काखमा
culture संस्कृति
which ती
value आँकडा
image प्रतिविम्ब
egypt मिश्र
all सर्व
development विकासको
gorge गल्छी
important महत्त्व
maya मया
got पायो
out बाहिर
increase बढि
register दर्ता
ziri जिरी
under तल
unity एकता
chemicals रसायन
india हिन्दुस्तान
temples मन्दिरहरू
nationalist राष्ट्रवादी
part हिसावले
koirala कोईराला
place वटै
alpes आल्प्स
kuwait कुवेत
print छाप्न
1949 १९४९
go जान्छु
completely पूर्णतया
published छापिएका
kirtipur किर्तिपुर
inspired प्रेरित
all सब्
countries देशहरुको
dollar डलरको
lakshmi लक्ष्मी
singer गायकहरू
french फारसी
having भयेको
lakes तालहरू
divisional प्रदेशीय
government सरकार
chhath छठ
other अर्कै
isha ईसा
shahi शाही
council सङ्घ
your तपाईंको
kashyap कश्यप
fully पूर्णतया
revolution क्रान्ति
earths पृथ्वीको
someone कोई
those जोडिने
gypsy घुमन्ते
field मैदानमा
politician नेताको
1900 १९००
locations स्थलहरूमा
two दुवै
criticize आलोचना
pa प
rawal रावल
kumari कुमारी
marked अंकित
there त्यहाँ
listening सुनेर
pressure चाप
letter अक्षरको
observation निरीक्षण
possible भएन
pashupatinath पशुपतिनाथको
they तिनलाई
bann बन्न
billion अरब
mumbai मुम्बई
bhim भीम
experience अनुभव
qualitative गुणात्मक
2047 २०४७
defined परिभाषित
restricted सीमित
currency पैसा
community समुदाय
president राष्ट्रपति
03 ०३
quickly तत्कालै
found मिल्यो
common साविक
between वीच
item सामग्रीले
ancient सनातन
researcher अनुसन्धानकर्ता
valley उपत्यकाको
travelling जात्रा
sense बोध
cities महानगर
happen लाग्दैन
through मार्फत
two दो
eternal परमात्मा
capital निक्षेप
john जोन
indra इन्द्र
apply लागू
omniscient सर्वज्ञ
lakshmipur लक्ष्मीपुर
1871 १८७१
barg बर्ग
now हालको
marathi मराठी
107 १०८
start शुरुवात
devote श्रद्धा
tale किम्बदन्ती
cause उपज
incorporated समावेशी
effect प्रभाव
language भाषाहरु
unified एकत्र
king राजाले
different बिभिन्न
got मिल्यो
48 ४८
zambia जाम्बिया
supreme सर्वोच्च
life आजीवन
swadeshi स्वदेशी
only मात्रै
condition परिस्थितिको
establish स्थापित
2026 २०२६
simple सामान्य
stay बस्ने
parties पार्टीका
average औसत
blind नदेख्ने
own आआफ्नो
happy प्रसन्न
operated सञ्चालित
productive उब्जाउ
joseph जोसेफ
research शोध
australia अस्ट्रेलियाको
best सर्व
warm गर्मी
literatures कृतिहरू
roads बाटोघाटो
mainly विशेषत
reached पुर्‍याइएको
before अगाडि
there जहाँ
festivals चाडपर्व
underground पाताल
24 चौबीसे
fast द्रुत
word शब्दले
107 १०७
yi यि
population जनसङ्ख्या
part भाग
remaining बाँकी
drop थोपा
measure मान
satta सत्ता
done गरीएको
india इंडिया
dick दिक्क
india भारत
hundred सय
and र
whichever जहिले
location स्थलको
gurung गुरुङको
provide दिलाउन
happened भैसकेको
gari गडी
damage क्षति
map मानचित्रमा
small छोटकरी
perfect उत्तम
one एकल
check परीक्षण
multinational बहुराष्ट्रिय
blacktop कालोपत्रे
happened भएपनि
shallow गहीरो
lepcha लेप्चा
magazine पत्रिकाको
occupy ओगट्ने
what के
importance महत्वका
adarsha आदर्श
veerendra बीरेन्द्र
makwanpur मकवानपुर
exploration अन्वेषण
wish इच्छा
golden सुवर्ण
pronunciation उच्चारण
joint साझा
snake सर्प
murder बध
all सबै
postage हुलाक
unite एकमत
reach पुगे
caste जाति
shadow प्रतिविम्ब
isolated पृथक
without बिना
before अगाडी
wanted चाहने
excellent उत्कृष्ट
river नदीमा
body शरीर
increased बढाएको
height माथिल्लो
united एकीकरणको
intentions अभिप्रायले
various अनेकौं
kumaun कुमाउँ
temple जालपादेवी
municipality नगरपालिकाहरू
enough पुग्यो
16th १६औं
institutions संस्थाहरू
information सूचना
world विश्वकै
establish बहाल
2005 २००५
delete हटाउन
just जसो
board बोर्ड
tom टम
ganna गणना
time समयपछि
thief चोरेर
ji जीलाई
wind लहरा
scripture शास्त्र
white सेतो
wikimedia विकिमिडीया
explain बुझाउँछ
soil ढाकेका
caste जाती
older कसरी
we हामी
new नभएको
baat वाट
half आधा
heritage सम्पदा
sanatan सनातन
afraid भएकाले
bore दिक्क
jawahar जवाहर
numbers संख्याका
run सञ्चालन
qualities गुण
singh सिंह
samudra समुद्र
font फाँट
long समयदेखि
british ब्रिटिस
large बृहत
department विभागले
fewer रङ्ग
this यति
characteristic विशेषता
man पुरूष
outside बाहिर
interesting रोमाञ्चकारी
when जब
whole पूरा
house घरको
red रेड
air वायु
leadership नेतृत्वमा
start आरंभ
human मनुष्य
shrivastav श्रीवास्तव
food खाना
highest अग्लो
qualification योग्यताको
not भएन
janaki जानकी
rude दुष्ट
take पुर्याएको
live बस्दथे
languages भाषाहरुको
chicago तिनले
saraswati सरस्वतीको
samvat सम्बत
proverb उखान
apply लागु
ruled स्वशासित
operation सञ्चालन
national स्वदेशी
requirement आवश्यकता
behavior व्यवहार
equipment उपकरणहरु
developed समृद्ध
stay रहन
loss हानी
l. एल
caste मगर
is नैं
during ताका
marriage विवाह
division वर्गिकरण
compensate क्षतिपूर्ति
living जीवित
kilometer किलोमिटर
birendra बीरेन्द्र
internal घरेलू
glory जय
visitation प्रादुर्भाव
follow पालना
von वोन
brother दाजु
museum संग्रहालय
signal संकेत
places ठाँउ
forest वनको
lump पिण्ड
leaders नेताहरू
sell बिक्री
cap टोपी
accurate पक्का
institutions संस्थाहरु
36 ३६
sunset सूर्यास्तको
end अन्त
written लेखिएको
people व्यक्तिको
past पुर्व
world विश्वको
cardamom अलैंची
snowfall हिमताल
area क्षेत्रबाट
equipment उपकरणहरू
suddenly अचानक
bring ल्याएको
ruler शासकहरु
water पानीले
bir वीर
measure नाप्ने
swaroop स्वरूप
company कम्पनीका
united यूनाइटेड
pronounced उच्चारित
languages भाषाबाट
edit सम्पादन
behaviour स्वभाव
milk दूध
coast तटमा
death मृत्यु
manage मिलाउन
rocks चट्टानहरू
bhattarai भट्टराईको
bulgaria बुल्गेरिया
tigers बाघहरू
write लेखे
bear भालु
moral नैतिक
11 ११
look हेर्नु
rana राणा
luis लुई
janak जनक
soul परमात्मा
main प्रमूख
third तृतीय
return फर्की
follower अनुयायी
festival उत्सव
balkrishna बालकृष्ण
fight लडाइको
went पुगेर
quantity सङ्ख्या
post पदलाई
republican गणतन्त्रमा
executive कार्यपालिका
generous उदार
nepal पालमा
divided बिभाजन
science विज्ञानलाई
five पाँचौं
much जाँदा
baer भएर
started लागेका
climatic मौसमी
biratnagar बिराटनगर
publicity केन्द्रशासित
meaning अर्ध
sambat संवत्
life जिवनको
presently वर्तमानमा
main प्रमुखमा
decorated सुशोभित
disha दिशा
wait प्रतीक्षा
credit श्रेय
astronomical खगोलीय
mandala मण्डेला
known चिनिने
1814 १८१४
though भएपनि
projection अनुमान
revolution क्रान्तिमा
dangerous गोरखाली
establish स्थापनार्थ
thomas थोमस
ramechhap रामेछापमा
chandrasekhar चन्द्रशेखर
kenya केन्या
education विद्या
army लस्कर
way बाटोमा
punjabi पञ्जाबी
pure निर्मल
one यौटा
classical शास्त्रीय
fine जरिवाना
bhutan भुटान
kings राजाहरुले
metre मिटर
flood बाढी
so अत
order आदेश
agitation आन्दोलनलाई
sarkar सरकार
mahila महिला
come आउँदा
administrative प्रशासनिक
dhami धामी
misuse दुरूपयोग
square चोक
males पुरुषहरु
gain आर्जन
right अधिकार
151 १५१
panchayat पञ्चायत
rivers नदीहरू
hilly भिरालो
vikas विकास
air एअर
legal कानुनी
take गहन
balance निक्षेप
survey सर्वेक्षण
kinds प्रकारहरू
ending समाप्ति
rise उठाउन
nearly करिव
jews यहूदिहरूको
international आइ
generation पुस्ता
kodo कोदो
benefitted लाभान्वित
reasons कारणले
parmanand परमानन्द
alphabet वर्णमाला
book किताबको
mobile मोवाइल
burn जलले
started थाल्यो
thing बस्तु
komal कोमल
chaitya चैत्य
1735 १९३५
june जून
footballs फुटबलका
about करीव
certain निश्चय
year सम्वत
various अनेकौँ
low कममा
surname यादव
responsibility जिम्मेवारी
british ब्रिटिश
this घटनाले
college कलेजमा
conflict संर्घषा
my मेरा
feel महसूस
celebrated मनाइन्छ
move चल्छ
planets ग्रहको
plate महाद्वीपको
scripture शास्त्रले
rural दुर्गम
them तनहुँको
train ट्रेन
2048 २०४८
combined मिली
middle बिचमा
vote मताधिकारको
behaviour व्यवहार
article लेख
god भगवान्
sita सीता
easy सरल
system प्रबन्ध
ground जमिन
shell शङ्ख
was थिए
dynasty वंश
related सम्बन्धी
rein बागडोर
authority निकाय
disaster प्रलय
pig सुँगुर
institute संस्थान
work कर्म
seet सित
likewise यसैगरी
no ना
himalaya हिमालयमा
rukum रूकुम
recent हालको
joy हर्ष
gone गए
banks किनारका
valley घाँटीको
land माटो
prayer आर्जन
maoist माओवादीका
team टोली
gorkhali गोरखाली
rising उदाउने
owner मालिक
year वर्षमा
related सम्बन्धि
communal सामुहिक
similarity समानता
church चर्च
hardship दुखको
boundary सिमाना
collect संकलन
remain रह्यो
technical प्राविधिक
nature प्रकृति
jain जैन
etc लगायतको
preserved संरक्षित
all अखिल
law कानुन
delivering पुर्‍याउने
names नामहरु
deputy नायब
approval अनुमोदन
programs कार्यक्रमहरूलाई
cover ओगट्ने
which यसमा
birds चरा
joined जोडीएको
violence मारकाट
yours तपाईंको
kanoon कानुन
muluk मुलुक
shree श्री
classified वर्गीकृत
medical मेडिकल
robert रोबर्ट
kindness कृपा
change परिवर्तन
mahalaxmi महालक्ष्मी
present मौजूद
their यिनीहरुका
contemporary वर्तमानमा
spread ढाकेको
do गर्नुपर्छ
ye यी
some केहीले
anywhere कहीँ
bardiya बर्दिया
through हानी
rad रङ
equal समान
man मानिसको
latest पछिल्लो
villagers गाउँहरू
war लडाईं
programme कार्यक्रम
prays यातना
motherland स्वदेश
thau ठाउ
hills पाखा
worship पूजाआराधना
chan छन्|
mysterious रहस्यमय
doer कारक
write लेखी
about बारेमा
tradition चलन
services सुबिधा
sincere वफादार
court अदालत
nepali नेपालीले
reach पुर्याउने
various विविधताले
make बन्दछ
shortage कमी
period अवधिमा
and व
12th १२औं
death मृत्यू
region भेगको
we हाम्रो
base आधारहरु
lord लार्ड
loyal वफादार
meaning अर्थ
suggestion सुझाव
years वर्ष
town नगर
distance सुदूर
n उ
itself आफू
nation जाति
behavioural व्यावहारिक
mainly विशेषतः
new नए
position अवस्था
network नेटवर्क
visitors दर्शकहरूको
way मार्गको
darjeeling दार्जीलिङ
1200 १२००
head प्रमुखमा
celebrate मनाउने
extremely अत्यन्त
filled भरिएको
do गर्नुको
north उत्तर
penetrate बोक्ने
sumatra सुमात्रा
arka अर्का
religious तिर्थ
gurung गुरुङ्ग
weather मौसम
ideas उपायहरू
but अपितु
take लिएका
astrology ज्योतिष
planets ग्रहका
self आफैं
start प्रारम्भ
having युक्त
food खान
involve शामेल
students विद्यार्थीहरू
rain बर्षा
gaja गाजा
statue प्रतिमा
sweden स्वीडेन
mohan मोहन
cell कोशिकाको
after गरेपछि
advancement उन्नतिको
malla मल्लको
ministry मन्त्रालयलाई
substance पदार्थ
many बहुल
planet मङ्गल
different बेग्लै
unification एकिकरणबाट
common आम
region भेग
skin खालका
personal व्यक्तिगत
from बाट
uttar उत्तर
particularly बिशेष
among मध्येमा
declared घोषित
was हुने
restriction बन्द
karnataka कर्नाटक
customs रीतिरिवाज
valid वैद्य
1957 १९५७
foot खुट्टा
malaria मलेरिया
reestablish पुनर्स्थापना
bhandari भण्डारी
is होता
mala माला
2033 २०३३
water वाटर
identity अस्तित्व
guest अतिथि
holiday अवकाश
river सप्तगण्डकी
mother माता
his यिनको
devote अर्पण
jewish यहूदिहरूको
residing बसेका
135 १३५
snow हिउँ
's हरु
solution समाधानका
mixed मिश्रित
administration प्रशासन
abhiyan अभियान
1978 १९७८
respond सम्बोधन
mainly मुख्यतया
beat कुटी
asiatic एशियाली
parts भागहरु
similarly त्यसै
mountains पर्वहरू
thanks धन्यवाद
jow झै
battle लडाइ
related सम्वन्धी
gaye गये
planets ग्रह
related संबंधित
ta ट
carried बोकेका
habitat वस्ती
name लोकेन्द्र
1935 १९३५
pandit पं
potato आलु
worship साधना
kirat किरांत
animals जनावरहरु
animals जनावरहरू
gods देवताहरू
outlay रुपले
surname सिँह
sufficient पर्याप्त
planets ग्रहहरुको
waterfall वृष्टि
win जित
organisational संगठनात्मक
salla सल्ला
show देखाउन
occupation पेशा
contemporary समकालीन
o'clock बजे
appreciable प्रशंसनीय
polo पोलो
air हावामा
period काल
remains शेष
east पुर्बी
between मध्यमा
ocean समुद्रको
felt महशुस
master प्रधान
china चीन
basis आधारमा
leave छोडी
rupee रुपया
downfall पतन
out वाहिर
inhabitants सम्प्रदायका
nomads घुमन्ते
nations राष्ट्रहरु
socialist समाजवादी
autocratic सामन्ती
rule शासनमा
available उपलव्ध
towards तर्फको
under अन्तरगतको
transcript प्रतिलिपि
himachal हिमताल
colorado कोलोराडो
ground भूमिमा
origin उत्पत्ति
songs गीतहरू
gods देवताहरु
recluse बैरागी
km. किमी
side भेगको
make गराउनु
administration प्रशासनको
wishes चाहना
f फ
is इस
part भागहरुमा
period कालीन
square बर्ग
pheri फेरि
region भेगमा
trade ब्यापारिक
jail जेल
member सदस्य
process प्रक्रिया
section अध्याय
made बनायो
1956 १९५६
planet ग्रहहरूको
external बाहिरि
big ठूला
shah शाहलाई
open खोल्ने
kingdom राज्यका
relation सम्बन्धहरू
kathmandu काठमाडौंको
search खोजी
literature दस्तावेज
goddess सरस्वतीको
thick बाक्लो
60 ६०
thought विचार
arctic आर्कटिक
involve संलग्न
service सुविधा
rabindranath रवीन्द्रनाथ
south दक्षीण
battlefield कुरुक्षेत्रमा
singh सिंहको
prestige मान
writings रचना
half अर्ध
autocratic निरङ्कुश
victory जय
auspicious शुभ
hindustan हिन्दुस्तान
coordinate समन्वित
centre केन्द्रहरू
swaroop स्वरुप
come आएकोछ
surface सतहदेखि
highly अत्याधिक
member सदस्यहरु
size आकार
him यिनलाई
james जेम्स
oxford अक्सफोर्ड
distributed छरिएका
active सचेत
destruction बिनास
yal यल
now हालका
states अधिराज्यले
bhimsen भीमसेन
search खोजि
parbat पर्वतको
stranger बैरागी
kalika कालिका
flower पुष्प
purpose उद्देश्यले
condition परिस्थितिमा
wide वृहद
nationwide देशव्यापी
chav छौ
fort गडी
thin पिताले
difference भिन्नता
is पर्छन
buddha बुद्धको
guna गुण
97 ९७
surnames थरहरु
collect उठाउन
situated घोराही
small थोरै
can पाउँदैन
daughter छोरी
thapa थापाको
1700 १७००
giri गिरी
tradition संस्कृति
distinctively विविधतायुक्त
daman दमन
stars तारा
numbers ओटा
authority निकायहरू
appoint नियुक्त
tail पुच्छर
regions भागहरु
proud गौरव
subject विषयहरु
hetauda हेटौंडा
do गर्नका
differences विविधताको
citizen नागरिक
aur और
disagree गर्दैन
bharatpur भरतपुरमा
mountain पहाड
kahin कहीँ
kimi किमी
bath स्नान
online अनलाईन
e.g गर्दा
involved सरिक
develop विकशित
king राजाहरू
statistic तथ्यांक
told बताएका
81 ८१
items सामग्रीमा
science साइन्स
mars मङ्गल
lotus कमल
surnames थरहरू
proved प्रमाणीकरण
britain ब्रिटेन
wikipedia विकिपीडिया
blister छालाको
2006 २००६
quick छिटो
remain रहन्छन्
hearing सुनेर
custom रीति
nose नाक
youth युवाहरूले
america अमेरिकामा
british अङ्ग्रेजको
strategy रणनीति
phonetic ध्वन्यात्मक
been रहँदै
convenience गडी
sent पठाइयो
rules विधि
departments विभागहरू
today आज
study अध्ययन
be भइन
type प्रकारले
availability उपलब्धता
church गिर्जाघर
night रातो
manali मैनालीले
important महत्त्वपूर्ण
series श्रृङ्खलाको
year सन्
intelligent विद्वान
method पद्धति
organisation सङ्गठन
corruption भ्रष्टाचार
lhotse ल्होत्से
tower टावर
whatever चाहे
translation तर्जुमा
club क्लब
caste ब्राह्मण
mine खानी
geological भौगालिक
lumbini लुम्बिनी
town सहरहरू
competition प्रतिस्पर्धाको
poet कविता
district जिल्लाहरुमा
yai यै
darjeeling दार्जिलिङ
tharu थारू
date तिथि
their त्यहाँ
jaan जान
had लगाई
sandesh संदेश
ganges गङ्गा
building भवन
music संगीत
rancorous लागी
river नदीको
likely सम्भवतः
agreement सहमति
s हरूमा
selection छनोट
fool फूल
clean साफ
fresh स्वच्छ
chase चेज
iconography श्वास्थको
literary साहित्यिक
way तरिकाले
european युरोपियन
worker मजदूर
programme कार्यक्रमको
remove हटाउने
wise विद्वान्
is होते
made गरायो
tharu थारु
whose जसका
maintain सम्भार
medal पदक
time पाली
round चक्राकार
historical इतिहासका
entertaining रमाईलो
date तिथी
script लिपि
chain कडीहरु
captured पक्राउ
like गरि
headquarters मुख्यालय
thought विचारले
some कई
bikram विक्रम
blame दोष
system प्रणालीले
sick विरामी
maintain राखने
animal प्राणीहरू
meter मिटर
month महिना
formation निर्माणको
services सेवालाई
kernel कर्णेल
prasad प्रसाद
house हाउस
present अहिलेको
everyone सवै
chota छोटो
welcome अनुगमन
citizenship नागरिकता
nama नम
flee भागेर
hall हल
pashupati पशुपति
oh हा
easy सरलीकृत
aboriginal आदिबासी
probably सम्भवत
devil दैत्यको
debian डेबियन
siraha सिराहा
middle मध्ये
sage जोगी
so सो
respect कदर
less कममा
win जति
seen देखिए
different विभिन्न
fund कोष
commercial कमर्सियल
asia एशिया
kher खेर
danger खतरा
house घरमा
manaslu मनास्लु
maithili मैथिली
full पुरा
1977 १९७७
banana केरा
not न
virendra वीरेन्द्र
change छुट्टै
went गएको
revolutionary क्रान्तिकारी
west पुछारमा
indonesia इण्डोनेशिया
day दिउसो
play खेल्ने
was परी
manne मान्ने
inhabitants बासिन्दा
fore उपर्युक्त
increase बढ्न
cancer कर्क
destroyed पतन
centralised केन्द्रित
weeds झार
science विज्ञानको
modi मोदी
hava हावा
creation सृष्टि
neptune शुक्रग्रह
