feasts fêtes
hurricane cyclones
results bilan
celine céline
coming venue
alone seul
adopts adopte
occur survient
parliamentarian parlementaires
registered déposé
ended terminé
safety secours
major majeurs
require oblige
sorely grandement
transferred transféré
pact pacte
caucasia caucase
biological biologique
driver pilote
musician musicien
to aux
factory fabriqué
straight pic
rising poussée
produce producteur
realities réalités
father père
content teneur
full intégrale
hand main
reveals révèle
joining adhésion
germ germe
cattle bétail
all toute
arrived arrivé
pilgrims pèlerins
resulted entraîné
semantic sémantique
average moyenne
gate portail
will sera
advanced avancée
perfect parfaite
health santé
maker producteur
just équitable
amateur amateurs
myopathies myopathie
sexual sexuels
orders commandes
difficulty peine
provided apporté
request requête
true fidèle
winter hiver
pen plume
reunion réunion
extract extrait
ensure assurent
bulgaria bulgare
persuade convaincre
toxic toxiques
show parue
registrant inscrit
it lon
pull tirer
suede suède
electrical électrique
parisian parisien
ballad ballade
africa afrique
access accède
german allemande
suffers souffre
manufacture produisant
frescoes fresques
playwright dramaturge
latest récent
brings apporte
panic panique
complementary complémentaire
to vers
reporter journaliste
guyana guyane
group bande
multiple plusieurs
used consommé
owning possédant
merely seulement
pastor pasteur
suffering souffrance
surround entourent
live vivre
troop troupe
fictitious fictif
power puissance
respectively respectivement
arrival arrivée
founded fonde
currents courants
name omar
candidacy candidature
problems troubles
performance prestation
flight fuite
supported défendu
learning apprenant
modify modifier
dutch néerlandais
spoken parlée
suggest propose
cover couvrent
stayed resta
reign règne
path chemin
deduces déduit
regression déclin
going allant
polemics polémiques
carnival carnaval
resonance résonance
return remettre
psychoanalytic psychanalytique
pacific pacifique
good bons
provincial provinciales
trips courses
concealed code
reliable fiable
particular particulier
letter lettre
apply applique
company entrepris
placed effectué
office cabinet
important importants
work trouvaient
lost perd
corsican corse
team équipe
feature trait
assets actif
protestant protestante
ingredients éléments
alexander alexandre
metallic métallique
aiming visant
caused entraîné
nobility noblesse
terrorists terroristes
rivers rivières
search rechercher
economic économique
common courant
conceived conçue
discoveries découverts
academics universitaires
medias médias
scholarship bourse
taking prenant
catch attirent
establish établit
economy économie
feelings émotions
messenger messager
supermarket surfaces
telephone téléphonique
draw attirent
sea marins
perimeter périphériques
deal donnés
begins débute
distinguish distingue
station gare
exports exportations
assistant adjoint
sustainable durable
humoristic humoristique
isolated isolé
consequence suites
wish souhaitait
venus vénus
exams examens
tragic dramatiques
strong forts
believed cru
drawn tirer
reduce réduire
letters lettres
outputs sorties
ancestor ancêtre
precipitation précipitations
trainsets rames
simple modeste
municipal municipaux
deformation déformation
waited attendu
stopped cessé
occupy occupent
palace palais
dark sombres
reminding rappelant
origin origines
realist réaliste
think penser
number numéro
process procès
baptized baptisé
intervene intervenir
sensitive sensibles
spiced relève
environmental environnementale
designation désignation
flights vols
legally légalité
all ensemble
every tous
favored favorite
unrestricted libres
launches lance
six vi
estimated estime
mythological mythologiques
states état
powers pouvoirs
output produisant
girondin girondins
gross brut
structure structures
preferring préférant
antique antiques
restoration restauration
superiors supérieurs
awaited attendu
severely sévèrement
aches maux
pretext prétexte
charges accusations
answer répond
exist être
curious curieux
discussion conversation
recount relate
knew connaissait
supports soutient
unfortunately malheureusement
report rapport
district province
equipped équipés
statute statut
verses versets
flight vol
make constructions
bottom bas
volcano volcan
range gamme
reprises reprend
terror terreur
final finale
cypresses cyprès
achieve arriver
represented représentés
exile exil
aimed conçue
arms armes
regroups regroupe
also ailleurs
provides prévoit
ruins ruines
income rentrée
founder fondateur
pretends prétend
competitions compétitions
newspaperman journaliste
animal animale
leg jambes
educated formés
planets planètes
trigonometric trigonométriques
medical médicale
owns détient
noticed remarqué
merchants commerçants
waves vagues
guerilla guérilla
sport sportives
tanks chars
fishes poissons
special particulières
sponsor parrain
pretty assez
assists assiste
standard critère
tactic tactique
loss perte
episode épisode
my ma
outgoing sortant
pressure tension
mother mère
won gagné
purchased acheté
croat croate
rivalries rivalités
quarrel querelle
areas aires
consummate consommé
individual individuelles
sorrow peine
operated exploité
defeated battu
india linde
historian historien
inferior inférieur
decade dizaine
writers écrivains
deal traiter
precaution dispositions
have ai
compared comparée
answer réponse
fall tomber
describe qualifie
qualification capacité
clergy clergé
channels canaux
large grosses
answered répond
capitalist capitaliste
accessible accessibles
relaxation divertissement
ideological idéologique
native natale
wretched diable
attaining atteignant
account version
born né
defended défendu
meat viande
surname dumas
laboratory laboratoires
church église
event évènements
pressures pressions
consideration considération
deduction réduction
windmills moulins
subsists subsiste
for fins
receive reçoit
explain explique
created créées
ache souffert
hit touchés
replacement commencer
mass massive
maintain assurent
foundations fondations
worth vaut
counties comtés
work travail
ship navire
prefecture préfecture
baptist baptiste
rapid rapides
bishop évêques
investigation quête
female féminine
divergent diffèrent
masculine masculins
supply stock
quits démissionne
put mis
show salon
museum musée
affect atteints
sent envoyés
sister sœur
genoa gênes
boot cabine
culminating culminant
paintings toiles
apply met
professionals professionnels
working travaillant
funding financement
peace paix
annual annuel
leisure loisirs
understand concevoir
gerard gérard
progressively progressivement
scandals affaires
value valoir
uplands plateaux
features traits
conceal couvrent
motto slogan
shows montre
media médiatique
editors éditeurs
former anciennes
compress foule
through via
origin origine
tasks taches
repetition répétition
hardness difficulté
write rédiger
partridge caille
establish établir
renewal renouvellement
evolve évoluant
television télévisé
remuneration rémunération
common commun
radio radios
integrated intègre
regulation régulation
cross croix
can pouvant
evolved évolué
heracles hercule
report rapporte
substance fond
imaginary imaginaire
touch touchent
basin bassins
moliere molière
bishops évêques
capacity capacité
gives fournit
accommodate équipé
take tiennent
absolute absolu
fifth quint
sentence jugement
global mondiaux
out dehors
sum montant
regulation dispositions
award accordé
reconciliation rapprochement
weapons armes
growth tumeur
dies décède
deducted déduit
potent actif
among sein
resistance résistances
observing observer
otherwise sinon
went passée
teenagers adolescents
stages étapes
labour ouvrier
posthumous posthumes
atoms atomes
says déclare
generates génère
building construction
fetus fœtus
operation exploitation
full plein
found trouvaient
size tailles
evidence évidence
railways ferrées
beltway périphérique
ecological écologique
slope pente
defenders défenseurs
blue bleue
charged chargé
sufficient suffisamment
qualified qualifiés
while tout
guard garde
elements éléments
guidance orientation
discussions débats
foundation fondation
diamond diamant
dynasty dynastie
dependencies dépendances
internal internes
rationally logiquement
any toute
sentence peine
anthropology anthropologie
napoleon napoléon
directory répertoire
kept conserve
banks bords
proclaimed proclamée
broadcast diffusé
big gros
storage stockage
treaties traités
notes relevé
legally légalement
animate anime
surface superficie
pyramids pyramides
only uniquement
benefited bénéficie
recovery récupération
global globale
used utilisée
have ayant
rowing rames
increasing montant
surname turner
geometric géométrique
jurisdiction ressort
demand revendications
precipitations précipitations
core noyau
again encore
amenities aménagements
airports aéroports
improve améliorer
will allait
pull épreuve
alternative alternatives
agencies agences
calculating informatiques
constitutes constitue
pole pôle
perform effectue
jail prison
linked reliée
produce produite
filmed filmé
customer clientèle
foundation établissements
firmness tenues
ranked classée
outbreaks poussées
hit atteints
arise découle
seated assis
consciousness conscience
generation génération
household foyer
policy assure
called appelées
adherence appartenance
helmsman timonier
conference rencontrés
training formations
legality légalité
changes transformations
prosecutions poursuites
run tours
show salons
build construire
users utilisateurs
engine moteurs
immediate immédiate
short courts
major majeur
cultural culturel
boite box
uses emploie
device dispositif
result conséquent
happy heureux
anger colère
instigate suscite
manages gère
modification modifié
fight lutter
false faux
basilica basilique
mechanics mécanismes
american américain
admirer amateur
events événements
pretty jolie
tricolor tricolore
gunman armée
hosts abrite
participated participant
denounced dénonce
joining contacts
my mi
call appelle
existed existé
dependent dépendent
commitment engagement
do faites
advice lavis
join rejoindre
surface émergent
receptors récepteurs
plants usines
secondaire side
tenor teneur
cases affaires
personal personnelle
master maîtriser
dominated dominée
discovered découverte
stock actions
field champ
sells vend
fact fait
thinking réflexion
dioxide dioxyde
spiritual spirituel
placed placées
published publiée
beef bœuf
bilingual bilingue
free gratuitement
offered proposé
other autres
older grands
spiral spirale
education enseignements
break rompt
increase hausse
quantum quantique
momentum lancée
humanistic humaniste
seemingly apparemment
default défaut
become devenus
demons caille
completed terminée
submitted soumis
regroup regroupent
occupy prendre
sonata sonate
attachment rattachement
designed conçu
equally également
is tient
liable sujets
observe respecter
similar analogue
pythagoras pythagore
medieval médiévale
exemplary exemplaire
record records
regular régulier
special particulière
planet planète
gospel évangiles
as guise
shop magasin
limited limité
name hetfield
marocco maroc
mediterranean méditerranée
lenin lénine
countries pays
nevertheless toutefois
especially notamment
decisive décisif
trial jugement
laws lois
symbolic symbolique
english anglaise
ratings côtes
medium moyennes
standard norme
rise hausse
being constituant
norm norme
last derniers
spread répandue
western occidentale
penetrate pénétrer
mathematics mathématique
documentary documentaire
capitol capitole
concern souci
forms formes
based basée
nearby auprès
note constaté
to permettant
natal natale
german allemands
sadly malheureusement
domains domaines
computers ordinateurs
that celle
have comptent
fair fête
renown renom
server serveur
venice venise
preserve préserver
progressive progressif
souls âmes
eastern orientales
regular réguliers
shield bouclier
with atteintes
theory théories
aspires voudrait
creations créations
israeli israélienne
show shows
rail ferroviaires
provides apporté
female féminines
painter peintre
mechanical mécanique
addition surcroît
commonly couramment
chapter chapitre
protestant protestants
volunteer engage
regions collectivités
has dispose
20 vingtaine
extracts extraits
journalists journalistes
harvest récolte
editions éditions
seems paraît
disposal dispositions
individual individuel
environmental environnementales
originating originaires
trade commerciales
guarantee garantit
changes modifie
assert affirment
rise monté
area circonscriptions
subsequently ultérieurement
seedling germe
distinguish distinguent
they lon
ceremony rituel
aired diffusées
owners propriétaires
successful réussissent
project projet
unkind rude
specialized spécialisées
briefs mémoires
however cependant
scenery décors
resulting résultant
changed changé
come proviennent
welcome accueillent
contrarily contrairement
realize comprise
internal interne
opposed opposée
sweet doux
phones téléphones
graph graphique
find trouvent
promote prône
man hommes
shelling bombardements
domestic domestiques
divinity divinité
bought acheté
maintain conservent
violations atteintes
gifts dons
feeds nourrit
mark marquer
faithful fidèle
foreign étranger
exceeding dépassant
closure clôture
furthermore davantage
proves démontre
prisoner prisonniers
intellectual intellectuelle
old anciennes
sorting tri
bath bain
finish terminer
cradle berceau
barnett barrett
prime premier
gathering ralliement
treasury trésor
house maison
is soit
tell rapporte
implement réaliser
increases augmente
transfer transferts
god dieux
imaginary rêve
designating désignant
prolonged longue
birthday anniversaire
falls chutes
resident habitant
prefixes préfixes
installed installés
barbaric barbares
dismantled défait
destroy détruire
distributed distribué
session séance
run fonctionne
areas zones
mimic singer
are sont
ghost fantôme
generic générique
memory souvenir
lines lignes
raw brut
gdp pib
was eut
law droits
care soin
eastern oriental
poles pôles
provides fournit
channels chaînes
meaning signification
unalterable certain
found trouvait
recognised reconnue
dramatic dramatiques
maintaining éprouve
that laquelle
pork porc
paint peindre
songs morceaux
unfolding déroulant
losses pertes
completes achève
defeated défait
prohibited interdits
disappear disparaît
restricting limitant
remembrance commémoration
launched lance
known connues
offers propose
partner partenaire
pregnancy grossesse
joins joint
concern portent
italy italie
austrian autrichien
permanent permanents
execute exécuter
cleopatra cléopâtre
republican républicaine
treatment traitement
emissions émissions
lack manque
second seconde
classic classique
ideas idées
musical musicale
mounted monté
movement déplacement
said disait
centered centrée
diversified varié
maneuver manœuvre
white blancs
xviii xviiie
basket manne
factories usines
modern modernes
soil sols
hold tient
synonymous synonyme
advise conseille
have disposent
trading commerce
bombing bombardement
moved déplace
rejection rejet
compares comparée
nakedness nu
sudden subit
celebrate célébrer
ways manières
note notons
walking marché
aircraft avion
alteration changements
area surface
operates exploité
chain chaine
establishment établissement
noted noté
spectacular spectaculaires
eaten consommé
covers recouvre
holding tenait
destruction destructions
arrested arrêtés
consists consiste
familial familiale
writing message
linked liées
apart excepté
pink rose
agree acceptent
stress soulignent
abandoned tombé
evolving évoluant
colonial coloniale
minority minoritaire
dominates domine
tissue tissus
iberian ibérique
beautiful magnifique
born nés
desired voulu
centuries siècles
study étudier
feminine féminine
led entraîne
done faite
road routier
special spéciaux
indians indiennes
geography géographie
means signifie
only seules
leader führer
gift don
eliminate éliminer
overcome dépasser
warranty garantie
christians chrétiennes
ask demandent
phenomenons phénomènes
fes fès
encompass englobe
expanded développée
n'y ny
composed composées
young jeune
correct exacte
coworkers collègues
business entreprises
held tenu
theoretical théoriques
dependent dépendant
edward édouard
evolve évoluer
qualify qualifier
parity parité
paint décrite
favor faveur
boys garçons
alimentary alimentaire
start débuts
agreed accepté
influence rayonnement
gained obtenus
almost quasiment
with doté
divide séparent
jewish juive
covered couverts
privileging favorisant
behind derrière
wounded blessés
humans hommes
energy énergie
besides outre
conducted menés
block bloc
tools outils
betrayal trahison
armenian arménien
felix félix
external externe
barbarian barbares
reproduce reproduire
had eu
foreign étrangère
surname carter
rival rivaux
leopold léopold
volunteer volontaire
marechal maréchal
deal gérer
elaboration enseignement
quite assez
indo-china indochine
liege liège
nazi nazie
ends extrémités
directed réalisé
just seulement
war guère
arch arc
vocalist lecteur
laugh rire
baby bébé
models modèles
treated traités
railroad fer
evidence prouve
actor comédien
bone os
politics politiques
our nos
invited invité
light brûler
name appelle
require nécessitent
site champ
old vieille
found retrouvés
rank places
win remportent
lettered lettre
strings cordes
principality principauté
depart partir
repel repousser
stroke trait
respects hommages
participates participe
issuing émission
print épreuve
explaining expliquant
opinion avis
donations dons
offers offrent
strain tension
orbit orbite
geometry géométrique
religious religieuse
schooling scolarité
anniversary anniversaire
cup coupe
lily lys
code chiffre
themes thèmes
last durent
weigh pèse
glass verre
lifeboats canots
townships communes
describing décrivant
mexican mexicaine
marvels merveilles
renewable renouvelable
plague peste
pupils élevés
explore explorer
fluid fluide
gives donne
brick blocs
taken conduits
frequently fréquemment
appearance mine
participate participer
design désigner
home chez
ultimate suprême
creatures créatures
feed nourrit
given fourni
thermic thermiques
reveal révèlent
thus partant
name ford
labour ouvriers
discs disques
explanations explications
loved aimé
committed engagés
receives perçoit
sportsman sportif
make faites
died décédé
length étendues
published paru
recommended recommandé
made fit
janitor gardien
declared proclamée
contemporary contemporains
polynesia polynésie
anybody personne
statue buste
where où
finding trouvant
shops magasins
became devenu
ranked classés
cy cyprès
touching concernant
kilometers kilomètres
molecular moléculaire
writings écritures
rti rtl
work œuvre
clear nette
outskirt périphérie
diploma diplômes
trial souci
memory mémoire
show présentent
germans allemands
funded fondés
be appartiennent
real vrais
amerindians amérindiens
housing carter
capable capables
proven éprouve
assess évaluer
discovers découvre
peaceful pacifique
ready prête
followers disciples
allow permettent
athena athéna
practice pratiquent
increase solde
allowance prime
collection collecte
meal repas
phone téléphone
description légende
seen vu
thought pensée
set-up aménagements
add ajoute
taking prise
together simultanément
limit limite
died décède
child enfance
surrounded entouré
libya libye
designated désigne
shelters abrite
policy politique
spell charme
market marché
continues continue
holiday vacances
implemented entré
own posséder
competitiveness compétitivité
nevertheless néanmoins
canals canaux
projected projeté
enemies ennemis
tower tour
amis friends
departments départements
drugs médicaments
unfinished inachevé
mri irm
reconstructed reconstruit
benoit benoît
forest bois
tragedies tragédies
reflection réflexion
overtly ouvertement
raises suscite
to afin
seats sièges
compromise compromis
younger jeunes
anonymous anonyme
socialists socialistes
inside intérieurs
relating relatives
live vit
fear crainte
ancient antiques
clear résulte
major majeure
communities communautés
wanted voulait
comment commentaire
cinemas cinémas
style genres
descent robe
contract contrat
promote favoriser
reaches parvient
convict prisonniers
memories souvenirs
remained resté
goals objectifs
size grandeur
salvo rafale
blue bleus
continue continuent
clear certain
lips lèvres
liberation libération
accentuate souligner
seemed semblait
base établissements
conspiracy complot
intermediary intermédiaire
marked marquée
need nécessité
return revenant
crucible épreuve
vicinity alentours
public publics
funeral funérailles
costly coûteux
entered entrées
integrates intègre
laughter rire
plate plaque
carry entraîner
restful restant
snub camus
poet poète
a une
use utilisation
said réputé
proposed proposé
tries essayé
assert affirmer
republics républiques
laid posé
wood bois
winning remportant
pushes pousse
called désigné
clear claire
drink boire
st er
holder tenant
named nommés
currency monnaie
date datent
saudi saoudite
expressed exprimé
magnificent magnifique
20th xx
errors erreurs
spot comptant
english anglaises
event évènement
between entre
priests prêtres
nature caractère
divided répartis
canadian canadienne
melting fonte
unique inédit
play diffuser
efficient efficace
soldiers soldats
cover couverture
outset départ
meridionale méridionale
determines détermine
mark marquée
removes retire
composes compose
which quest
expected prévues
feeling sentiment
used utilisaient
shooter buteur
occurs survient
point facteur
walk marcher
love aime
administration administratives
modern regarder
captive prisonniers
replay remet
wear met
things choses
balanced équitable
through travers
surrealists surréalistes
circulate circulent
you si
travels voyages
technological technologique
classified classée
floor parole
shy sauvage
school scolaires
balloon ballon
aim visent
hobby loisir
vaccine vaccin
as comme
examples modèles
move marche
critical critiques
seville séville
moderate modérée
manner guise
parish paroisse
share partagent
which quel
handle manche
horses chevaux
filmography filmographie
drummer batteur
grave tombe
island île
caption légende
leave laissent
simple simples
right modifiées
pathology pathologie
recurrent périodique
insist insiste
tissue tissu
which qui
volcanoes volcans
leading conduisant
amateurish amateurs
jailed arrêtés
sentence phrase
sent envoyée
feed nourrir
phrase exprime
contributed contribué
fast rapides
changed modifiée
catch prendre
linked reliés
orders mandats
wall murailles
tax taxe
suburb banlieue
power autorités
seismic sismique
enabled permis
prosecution poursuite
auctions enchères
led mené
it il
dominating dominante
smash ruine
recently récemment
oneself se
aborigines aborigènes
came venue
ethical éthique
completely totalement
playoffs éliminatoires
following suites
undertakes entreprend
investigator détective
those celles
world-wide mondial
remains subsiste
nominate propose
request demande
validates valide
birth naître
exist exister
see voient
asks demande
theatre théâtres
induce induit
lymphocyte lymphocytes
recognize reconnaissent
testimonials témoignages
affected touché
councillors conseillers
dedicated consacre
contained contenus
view vision
coming arrivant
together regroupent
hostile hostiles
served servi
orders ordonne
crisis crises
film métrage
learnings enseignements
physical physiques
scottish écossais
tourist touristiques
cafes cafés
nights nuits
otherwise ailleurs
religion confession
notice délais
study étudie
progress progrès
investigations enquêtes
rise lever
valery valéry
appeared apparue
world univers
modality modalités
posthumous posthume
confident assure
search recherche
rest reposent
buildings constructions
composer compositeur
suggestion proposition
fundamental fondamentale
preferred préfère
basket panier
friends camarades
spontaneously spontanément
singer chanteur
constituent constituante
attacked attaqué
dangerous dangereux
provisional provisoire
fez fès
lasted dura
energies énergies
weakness faiblesse
merged confondues
person personne
censorship censure
slide glissement
plutarch plutarque
mastery maîtrise
learned appris
stress tension
beaten battu
appear apparaître
become devenu
software logiciels
fall chute
precursor précurseurs
governments gouvernements
each chacune
metals métaux
signals signaux
field domaine
scythe faux
mention dits
declared déclaré
renounces renonce
relationship relation
told indiqué
passage morceau
near proches
expect espère
installed installées
place lieu
occupied occupée
executions exécutions
wine vin
success réussite
the les
paths chemins
libraries bibliothèques
eric éric
duties impôts
sovereign souverain
atmospheric atmosphérique
stroll promenade
american américaines
coal charbon
attached attaché
denmark danemark
against envers
gigantic géant
sanction sanctions
florida floride
against contre
begin commencent
favored favorisé
attended assisté
discography discographie
expedition expédition
grow produisant
contain contenir
responsible sujets
close proches
tonnage jauge
sex sexe
crime criminalité
registries registres
foresee prévus
damages dommages
electrics électriques
miracle merveilles
nourish soutenue
profit profite
trial épreuve
knowledge savoir
motor moteur
prosecute poursuivre
difficult difficulté
based fondent
dali dalí
myocardial myocardique
arrange établir
controversy controversé
named intitulée
settle régler
beat frapper
norwegian norvégien
based basés
downtime loisir
appeal intérêts
recommend recommande
impose imposée
calculus calculs
be soient
next suivante
probability probabilité
indeed voire
tragedy tragédie
merit mérite
variation variantes
laborer ouvrier
day jour
myocardial myocarde
here là
differ diffère
land terrains
locate trouvaient
column colonne
untouched libres
abandoned abandonne
renounce renonce
proceeds procède
spent passa
goods marchandises
entirely pleinement
mainly principalement
polluting polluants
mother maternelle
trained formés
vision envisage
scenario scénario
grade périodes
addresses aborde
neck cou
lights lumières
interest intérêts
remains demeure
outside externes
geological géologique
part volet
brazil brésil
treats aborde
appear figurent
has comporte
change remplacé
here ici
copy exemplaire
located situés
interview entretien
left quitté
novel romans
bar barre
mistakes erreurs
genuine véritables
center centre
persians perses
factor facteur
combination combinaison
otherwise autrement
exploited exploités
bullets balles
large larges
dead défunt
numbers nombres
coast rive
sink ruine
hamper manne
starts débute
business commerciales
grower producteur
support appui
based fondées
rooms salles
small petit
theoretical théorique
conviction condamnation
protein protéines
capital capitale
prerogatives prérogatives
then puis
separated sépare
truly véritablement
cork liège
streets rues
individuals individuels
racetracks chevaux
legislative législative
pain peine
ambience milieu
paths voies
mexican mexicains
consumes consomme
constituencies circonscription
making formant
born nait
arriving arrivant
cereals céréales
3-d d
preconceived reçues
sales ventes
technical technique
announces annonce
big grosses
electromagnetic électromagnétique
policeman policier
base fonder
expensive coûteux
seek cherchent
leaving laissant
varies varie
cuban cubains
inherited hérité
subscribed inscrits
could pouvait
heads chefs
had possédait
appeared apparu
fashionable vogue
unions syndicats
paradigm paradigme
benefits fruits
scriptural biblique
deliver dégager
believed croyait
downloading téléchargement
how comment
way manière
halt stopper
algerian algérienne
beaten battue
scene scène
infect infections
tank char
problematic problématique
positions postes
levels niveaux
hydraulic hydraulique
say disent
self soi
distinct distinctes
sa his
agreed signée
cultural culturelle
plates plats
consists compose
critics critiques
tokyo tōkyō
airplane avion
titrated titré
granted attribuer
records registres
precious précieux
condemns condamne
intended prévue
make font
union syndicat
you te
specificity spécificité
actual actuelle
provide prévus
consequences suites
development développement
ancient anciens
dead mort
fluctuate varient
producer producteur
independent indépendantes
including comportant
month mois
adviser conseiller
morocco maroc
drawn dessinée
government gouvernementales
ensured assurée
brief brève
exposure exposition
monster monstre
pierced percée
wrote écrivit
japan japon
video vidéo
varied variés
built construite
offering proposant
stage stade
ends finir
did souhaitait
croatian croate
andre andré
noted remarqué
enterprise établissements
bombing bombardements
anime animé
knew connu
tragical tragique
developments évolutions
magistrates magistrats
said dite
last dure
multiply multiplient
verify vérifier
turn tourner
kite milan
quantity quantités
distribution répartition
moldavia moldavie
guardians gardiens
meanwhile néanmoins
construction chantier
created crée
reach atteignent
strong fort
weak fragile
destroyed détruit
role rôles
switch changements
access accès
give donnés
department département
put mise
lives vies
areas domaines
attack attentat
responds répond
organism organisme
journey parcours
debt dette
doubt doute
existing existant
work ouvrages
operate marcher
summit sommet
confers confère
digital numériques
schools écoles
jail bastille
correctly correctement
perceived perçu
suspended suspendu
designated désignés
offered offert
disappearance disparition
genealogy généalogie
federal fédérale
australia australie
copies exemplaires
remained restée
mps parlementaires
which duquel
that celui
decor décors
order ordre
definition définition
meanwhile entretemps
mexican mexicain
converting changements
music musiques
events manifestations
human humains
treaty traité
suggested proposée
recently nouvellement
said affirmé
scenery paysages
employed employé
plainness simplicité
loyal fidèle
tone ton
short courtes
ends finit
speakers locuteurs
do effectuer
inspire inspirés
understand comprendre
failed échoué
groups groupes
floors étages
themes motifs
feminine féminins
dukes ducs
emerges dessine
valid valable
recognized connut
polar polaires
make représentent
lords pairs
re-establishment réhabilitation
is est
review révision
became devinrent
paints peint
worked travaillait
examinations examens
liberal libéral
weeks semaines
trays plateaux
hobbie loisir
academic académique
philosophical philosophique
spent passés
enable permettent
mouse souris
central centrales
literary littéraire
violently violemment
love amoureuse
reward récompense
adopted adopté
costs coûts
defined défini
australian australienne
violent violentes
order commande
spring printemps
complete complet
utilize utilise
value valeur
in chez
the l
parliamentary parlementaire
brought portées
different différentes
get obtenir
grammar grammaire
university université
ends termine
delicate fine
feelings sensations
requiring nécessitant
slavic slave
stayed restés
devoted consacrés
editorial rédaction
troops rangs
post poste
worldwide planétaire
portray décrite
feels sent
links lie
manga mangas
handed portée
epp ppe
wish souhaite
height hauteur
publish publié
metro métro
completed achevée
ame âme
resemblance ressemblance
engagement obligations
demonstrates démontre
becoming devenant
sentenced condamnée
convince convaincre
legal légale
endanger aventures
possess ayant
decided décidé
engaged engagé
succeeded succédé
before auparavant
subsidies subventions
precedents précédents
crucial fondamental
directed dirigé
ropes cordes
emits émet
intended destiné
they ils
hotness chauffage
rains pluies
arm bras
dumb muet
company compagnie
evening soirée
cameras caméras
boats bateaux
fights affronte
fame gloire
barbarians barbares
electoral électorale
as car
freely librement
clothes vêtements
choir chœur
preside préside
issue cause
extended étendu
finance financement
obtained obtenue
graphic graphiques
universal universelle
issue émission
narrator narrateur
community communautaire
mention parlent
its ses
bodies instances
metal métallique
operation fonctionnement
terms termes
fountain fontaine
fine fines
survivors survivants
within sein
exist existe
also ainsi
sides camps
startup démarrage
manage gérer
stadium stade
culpability culpabilité
palaeolithic paléolithique
present présentant
extraordinary extraordinaire
proteins protéines
authors auteurs
mill moulin
coffee-house café
benin bénin
connecting reliant
keep conserver
consider considère
set mise
replaced remplacé
hake colin
crowd foule
made firent
demographic démographique
others autres
greatly vivement
meetings rencontres
give donner
cranium crâne
modifies modifie
layers couches
respond répond
there là
fres frais
fake faux
regent régent
period période
literature littérature
mean entend
tone sonorités
cypress cyprès
discover découvrent
continues continu
learn appris
has a
palestinians palestiniens
socialism socialisme
situated situent
nose flair
there y
amount montant
ideal idéal
transportation transport
approaches approches
saint san
assembly associations
collective collectifs
soul âme
preceding précédentes
former ancienne
canary canaries
stated déclara
occasionally occasionnellement
apartment appartement
lost perdus
lengthened fournie
producers producteurs
operas opéras
rally ralliement
crazy fou
receivers récepteurs
quarrels querelles
rooms chambres
adult grands
hadith hadiths
rate taux
obtain obtenu
big grands
venture aventures
publish paraître
attest démontrer
recounts relate
modest modeste
universities universités
films métrages
time époque
definitely définitivement
populated peuplé
shapes formes
prosperity prospérité
be sont
jacket pochette
anomaly anomalies
opinions positions
chemical chimique
lifting soulèvement
ensure assurer
attacker attaquant
behavior attitude
voters électeurs
society établissements
leading menant
travel voyager
quebecois québécois
cane canne
civilization civilisation
artists artistes
polymers polymères
pill pilule
arise parue
al coll
modernization modernisation
action mécanismes
on relatifs
create créés
strategies stratégies
divided divisées
name vince
nationalists nationalistes
rock roche
rumours rumeurs
parishes communes
miss île
surrounding périphériques
is figure
best mieux
turned tourné
mandate autorités
territories territoires
security sûreté
diverse différentes
same mêmes
pronounced prononcé
october octobre
estimation jugement
mobilizations mobilisation
india indes
fill remplacé
sentenced condamnés
fertility fécondité
essential essentielle
stay restent
light lumière
practiced exercé
growth expansion
constant constante
mobile portables
giants géants
rabbit lapin
became devenues
illustrious illustré
net toile
considered envisagé
specific spécifiques
newly nouvellement
create créer
asynchronous asynchrone
federations fédérations
leak fuite
pure pur
presidential présidentiel
observe constater
casualties victimes
despite dépit
reject rejette
rivalry rivalités
newspapers journaux
capital capitaux
trolley tramway
discovered retrouvés
seem semble
prevention prévention
en fr
border rive
fate sort
weaknesses faiblesses
titled titré
character personnages
particles particules
easy facile
bibliography bibliographie
scholars universitaires
burgundy bourgogne
split rupture
had comptait
properties propriétés
customs coutumes
learner apprenant
assumptions hypothèses
seeds germes
assuring assurant
closed clos
monarchy monarchie
depiction peinture
except sauf
live direct
pleasures plaisirs
meals repas
ask posent
leader file
fever fièvre
generates engendre
surrender soumission
weather clément
conduct conduisent
thick gros
placed mis
antarctica antarctique
controller contrôleur
cables câbles
municipality municipalités
credits génériques
form constituer
handle traite
woman femmes
considerable considérables
stage étape
library bibliothèque
marks marque
taboos interdits
help aide
severely gravement
competition compétition
advantage avantage
slam chelem
electrons électrons
few quelques
researcher chercheurs
cities cités
rcmp grc
diplomas diplômes
grains céréales
mathematic mathématique
edition édition
modalities modalités
troy troie
accomplished abouti
dual duel
cavities cavité
aspect plan
indigenous indigènes
antennas antennes
russia russie
words mots
teaching enseignement
consider considèrent
employment âgé
train ferroviaires
advertisement publicité
talk parler
car voiture
colleagues collègues
wisdom sagesse
comedy comédies
seventh septième
confirms confirmé
wife épouse
brings amène
professional professionnelles
touristic touristique
extent mesure
ensued découle
linked lié
low faibles
the |
readers lecteurs
promotes favorisé
complete entiers
household ménage
fights luttes
stopped arrêté
residents résidents
status statuts
appeared apparus
illustrated illustrée
wharf quai
