take nemen
debut debuteerde
speak spreken
repairs restauratie
supermarket supermarkt
can kunnen
activities activiteiten
workers werknemers
provide verlenen
factory fabriek
short korte
aim dromen
prompting opwekken
means meent
secret geheim
researched onderzocht
academic universitaire
hers diens
distinction onderscheiding
laboratory laboratorium
controversial omstreden
you jij
end einde
both zowel
stool ontlasting
scarce schaars
excuse excuses
presence aanwezigheid
parks parken
instance voorbeelden
diving duiken
left gelaten
cape kaap
succeeded gelukt
nipple tepel
enemy vijandige
germans germanen
interpret duiden
actually feitelijk
harbours havens
german duits
clip knip
eleven xi
acted traden
introduced voorgesteld
before ervoor
however hoewel
aid steun
same diezelfde
needs hoeft
reference verwijzing
subject onderwerp
gimp moeite
touched raakten
produced produceerde
returns keert
chicken kip
day dag
psychic psychische
were maakten
purple paars
three drie
communal gemeenschappelijk
negative negatief
alps alpen
fortresses forten
solves lost
defence defensie
originating afkomstig
decline daling
out-of-date verouderde
abroad buitenland
also ook
exclusive exclusieve
filled gevuld
approach benadering
in vergelijking
insulin insuline
remove verwijderen
conscious bewust
bent gebogen
agreements akkoorden
recommended aanbevolen
characterisation kenmerken
lives leven
manoeuvres handelingen
coupled gepaard
fight vecht
search zoek
request verzoek
assistance toedoen
condemned veroordeelde
catch vangen
pancreas alvleesklier
twentieth twintigste
bord boord
related verwant
awarded uitgereikt
geographically geografisch
ecological ecologische
protect beschermen
ottoman ottomaanse
realise realiseren
engineer ingenieur
scandinavian scandinavische
said beweerd
phones telefoons
rendering weergave
paid betaald
steel staal
whole hele
field velden
objectively objectief
moult vervelling
glans eikel
pressed gedrukt
universal universeel
mountains gebergten
full vol
century eeuwen
night nachts
cultures culturen
broke brak
typical typische
drew trok
arrested gearresteerd
accomplished ontwikkeld
importance belang
conduct begeleid
stocks aandelen
judges rechters
california californië
beneath hieronder
houses woningen
combustion verbranding
opposite tegenovergestelde
salvation verlossing
above bovenaan
desirable wenselijk
day dage
refused afgewezen
previous eerdere
stated geformuleerd
bundle groep
fourteenth veertiende
corpse lijk
canton kantons
malady aandoeningen
help behulp
obtain bemachtigen
strings snaren
rituals rituelen
promised beloofd
leave vertrek
deserts woestijnen
overcome overwonnen
replace verving
core binnenste
lottery loting
connect verbinden
wagon wagen
released uitkwam
portions gedeelten
art kunst
mixed gemengd
planes toestellen
logged genoteerd
kick-start gang
amounts bedragen
hull romp
about omstreeks
berlin berlijn
meeting vergadering
cock haan
threats bedreigingen
rifle trok
killed vermoord
scientific wetenschappelijk
grounds gronden
enormous enorme
design ontwerp
small klein
regulation regelgeving
republics republieken
lawful wettelijke
municipalities gemeenten
flemish vlaamse
calculating berekenen
authority bevoegdheid
lived woonden
theologist theoloog
divide deelde
successor opvolger
collection verzameling
african afrikaanse
iceberg ijsberg
archive archief
councillors wethouders
signed gesigneerd
ending einde
investigated onderzocht
university hogeschool
democratic democratische
nase sneep
off uitgeschakeld
heathen heidense
reacts reageert
places stelt
called geheten
seemingly schijnbaar
morning morgen
at erbij
turns keert
by per
transferred verschoof
public openbaar
smoking roken
throne troon
synonym synoniem
thus daarmee
decrease afnemen
obligations plichten
contributions bijdragen
deck dek
opposition tegenhanger
enjoy geniet
painting schilderkunst
nile nijl
medication medicijnen
servian servische
acknowledged erkende
dictatorship dictatuur
close naaste
similar dergelijke
herd roedel
copyright auteursrecht
important belangrijk
made gesteld
august augustus
went ging
spacious ruime
contemplation beschouwing
tongue tong
radiance uitstraling
digestion spijsvertering
this dit
relations relaties
kingship koningschap
majority meesten
about omtrent
aim doelstellingen
effort moeite
republicans republikeinen
simple eenvoudige
constitution grondwet
cattle-breeding veeteelt
exhibition tentoonstelling
communities gemeenschappen
medicine medicijn
canal gracht
yearly jaarlijkse
however evenwel
middle middelbaar
depends hangt
television televisieserie
country graafschap
enemies tegenstanders
weak zwak
intellectuals intellectuelen
song liedje
underground ondergrondse
although alhoewel
trained opgeleid
incentives prikkels
burned verbrand
gives geeft
remarkable opmerkelijk
indicated wees
ranked gerangschikt
bitten gebeten
preferably liefst
moves beweegt
expanded uitgebreid
etc enz
described weergegeven
railways spoorwegen
resolution resolutie
capital hoofdletter
presenters presentatoren
give verschaffen
grows groeit
visit bezoek
afresh opnieuw
acorn eikel
painting schilderen
shown vertoond
bark basten
denied afgewezen
martin martín
exceptional afzonderlijk
montreal montréal
christians christenen
watch kijk
before vroeger
excellent uitstekend
club verenigingen
expectation verwachting
storylines verhaallijnen
socialist socialistische
counted telde
relative relatieve
complications complicaties
explains verklaart
oxygen zuurstof
buried bijgezet
preys prooien
northeastern noordoostelijke
then toenmalig
take trok
is vormt
oceans oceanen
queen koningin
proposal voorstel
peal rollen
before alvorens
tree stamboom
planning ordening
unique enig
happiness geluk
also bovendien
figure erachter
also mede
captured gevangen
vertically overeind
accession toetreding
moon maan
showed vertoonde
suspect vermoed
debt schuld
thin dun
treated behandeld
held vastgehouden
ending afloop
essential fundamenteel
nevertheless desalniettemin
adults volwassenen
iranian iraanse
accepted toegelaten
the den
cost kosten
solitary solitair
once eenmaal
stabbed gestoken
bare bloot
mushroom paddenstoelen
metals metalen
quarter kwart
elected verkozen
believes gelooft
originated voortgekomen
continental continentaal
voters kiezers
northern noordelijk
manila manilla
pagan heidense
inflammation ontstekingen
defeat overwinnen
thorn doorn
materialism materialisme
corroded aangetast
choir koor
portal portaal
players spelers
beverages dranken
received ontving
presidency presidentschap
directed richtte
altar altaar
suffrage stemrecht
uterus baarmoeder
supreme hoogst
usual gebruikelijke
sale verkoop
conclusions conclusies
russian russische
faster versnelde
german duitstalige
flights vluchten
dominant overheersende
stick stok
field terrein
name brown
elder oudere
haul trok
printed gedrukte
important belangrijke
term durende
depressed depressief
fast los
conduct verricht
classic klassieke
humid vochtig
placed deden
caught sloeg
both beide
intended beoogde
wireless draadloze
cheaper goedkoper
common gewone
legacy gedachtegoed
fresh verse
warning waarschuwing
prevent voorkomen
use inzet
supported steunde
island isla
concerns betreft
worship eredienst
indian indiase
run verlopen
strike treffen
significant geruime
ailment aandoening
local lokaal
shows tevoorschijn
profitable vruchtbare
football voetbal
birds vogels
estimated geschat
branded bestempeld
subjects onderwerpen
married trouwde
car auto
cooperation samenwerkingsverband
performed optrad
journal logboek
legs poten
demand eis
stuffed opgezette
parents ouders
which waaraan
central middelste
student leerling
muller müller
union unie
months maanden
argentina argentinië
dropped daalde
broadcast omroep
busy druk
brain brein
evil kwaad
eighth achtste
approximated benaderd
covers bedekt
brew brouwen
exact nauwkeurig
upon erop
unilaterally enerzijds
seated gezeten
underneath daaronder
metre meter
demolition afbraak
snake slang
relation relatie
captain kapitein
serve dienen
japanese japanners
hospitalized opgenomen
travels reizen
canvass onderzoekt
holy heilig
action toedoen
meetings bijeenkomsten
eastern oostelijke
constantly continu
being zijnde
daily dagelijkse
march maart
leader aanvoerder
suck zuigen
clues aanwijzingen
ster star
own bezitten
fell vielen
up omhoog
common voorkomende
support begeleid
fitted paste
creating scheppen
copy kopie
whitsun pinksteren
arms armen
therefore derhalve
districts districten
involvement betrokkenheid
fine boete
ends eindigt
decrease verminderen
apes apen
lies ligt
writing into
incorporation opname
divided verdeeld
luxembourg luxemburg
jerusalem jeruzalem
gdp bbp
season seizoen
accommodate voorzien
guide gids
chronic chronisch
secret geheimzinnige
presentation presentatie
old-time oud
habit gewoonte
river rivier
treasure schat
empress keizerin
option voorkeur
hundred honderd
loyal trouwe
attractive aantrekkelijk
studied bestudeerd
tasks taken
gain behalen
eternal eeuwige
certain bepaalde
spoken gesproken
rule bepaling
sugars suikers
allied geallieerden
painted geschilderd
extent omvang
conducted gevoerd
houses huizen
hormone hormoon
reading lezing
school scholen
chimney schoorsteen
carnival carnaval
especially vooral
couple paar
exaggerate overdreven
qualify aanmerking
girl meisje
education opvoeding
yet vooralsnog
recognize herkennen
electorate kiezers
was bedroeg
separation scheiding
treats behandelt
also verder
defecation ontlasting
circles kringen
capacitors condensatoren
species diersoorten
backside achterlijf
drunken zette
characteristic kenmerkende
known bekendste
resilience weerstand
russia rusland
bombardment bombardement
you je
pop-art popart
streetcar tram
act handelen
biological biologisch
governor landvoogd
coordinate overkoepelende
places plaatst
learned geleerd
jaw kaak
printed gedrukt
run beloop
temperate gematigd
federation federatie
eighteenth achttiende
react reageren
underlying onderliggende
gain verkrijgen
dangers gevaren
incidents incidenten
shi'ites sjiieten
encouraged aangemoedigd
get pakken
wed trouwde
gods goden
studies wetenschappen
convinced overtuigd
follow volgen
daydream dromen
deadly dodelijk
division verdeeldheid
surprising verrassend
assay onderzoekt
remarks opmerkingen
successive opeenvolgende
lure lokken
experienced beleefde
castles kastelen
mystique mystiek
popular populairder
ears oren
many velen
parliament volksvertegenwoordiging
set zetten
started startte
invited uitgenodigd
enjoyed genoot
paper krant
adverb bijwoord
contribute dragen
garden tuin
diminished verminderde
conveyance overdracht
fault fout
restriction beperking
fields velden
municipalities provinciën
contradict tegenover
soft zacht
float drijven
current actuele
conceptions denkbeelden
consider aanmerking
assumed verondersteld
italian italiaans
slovenian sloveense
functioned fungeerde
commander bevelhebber
drawings tekeningen
viennese weense
governor regent
stadtholder stadhouder
faith lot
created geschapen
numbers getallen
debts schulden
administered toegediend
intestines darmen
deposit afgegeven
bracket console
surface oppervlakte
architecture bouwkunst
topside bovenzijde
impressionism impressionisme
selected kozen
ceasefire wapenstilstand
heavy heftige
report rapport
current stroom
only pas
track spoor
ministry ministerie
apple appel
amounts bedraagt
terror terreur
final finale
tendency neiging
layout indeling
showed vertoond
scholars geleerden
weapon wapen
horsepower pk
taste proeven
times tijden
section vak
grow groeien
evidence bewijzen
dioceses bisdommen
empty leeg
supporters aanhang
roused gestimuleerd
sold verkopen
surrounded omgeven
albanians albanezen
determined vastgesteld
could kunnen
revolution revolutie
first eerst
regional regionale
because omdat
walks loopt
foundation infrastructuur
enough zat
quits stopt
intent bedoeling
lack ontbreekt
tear scheuren
mighty machtig
utilised gehanteerd
english engelstalige
neighbour naaste
assemblage verenigingen
established vestigden
develops ontwikkelt
famous bekendheid
illness aandoeningen
civil burgerlijk
wrongly onrechte
numerous talloze
explained uitgelegd
reproduction weergave
joy vreugde
tilt helling
characteristics eigenschappen
profits winsten
ideology ideologie
longer langer
few weinigen
extraction winning
practice praktijk
navigation scheepvaart
square vierkante
returned keerde
security zekerheid
idea gedachte
shoes schoenen
had kreeg
statistics statistiek
in binnen
cases gevallen
institution orgaan
ostend oostende
gifted schonk
hold houd
undesirable ongewenste
discard afgeschaft
paint verf
indication aanduiding
started brak
symbolic symbolisch
establishing opzetten
mention melding
numbers bedragen
accommodates huisvest
objective objectieve
when wanneer
hang hangen
hegemony hegemonie
resident woonachtig
each elke
monastery klooster
ascension pinksteren
control beheersen
alderman wethouder
church église
pubs cafés
arrival aankomst
meet ontmoetten
group groep
traditionally vanouds
religions godsdiensten
assembled aangelegd
drinks drinkt
presenter presentator
published uitgegeven
pairing paring
confirmed bevestigde
good goed
produced geproduceerd
byzantines byzantijnen
users gebruikers
sensitive gevoelige
safety veiligheid
potatoes aardappels
satisfied tevreden
owe dankt
frequency golflengte
stay verblijf
celebrate vieren
museum musée
incurred opgelopen
think bedenken
support ondersteuning
clerical kerkelijk
females vrouwtjes
logical logisch
reported gemeld
withdrawn zit
panchen pänchen
czar tsaar
descendants nakomelingen
strived streefde
eldest oudste
continents continenten
stated beweerd
explanation uitleg
objective objectief
bleach bleken
designation benaming
murdered vermoord
minorities minderheden
afloat overeind
boat boot
modest bescheiden
recognized herkenbaar
took nam
raise verhogen
through via
herewith hiermee
forget vergeten
chart tabel
testing testen
rides rijdt
interest belang
philips phillips
wheels wielen
form vormen
calling oproepen
her haar
lives levens
exert uitoefenen
soldiers militairen
malagasy madagaskar
rudely grofweg
medical medici
sequentially achtereenvolgens
quick snel
prostitution prostitutie
infections infecties
get verkrijgen
egyptians egyptenaren
everlasting eeuwige
more meerdere
rule bewind
what wat
resign aftreden
attributed toegeschreven
proceeds opbrengst
hairs haren
minimal minimale
supplied verleende
control besturen
considerably aanmerkelijk
reason reden
constituents bestanddelen
diet dieet
merchants sneller
called heette
among hieronder
shear knip
most meesten
again nogmaals
banknotes bankbiljetten
dish gerechten
occur voorkomt
differently anders
than dan
stings steekt
masonry beeldhouwkunst
ended sloot
prisoners gevangenen
attempted trachtte
spend besteed
suppose aannemen
women vrouwen
distinguishes onderscheidt
die sterven
get haalde
flu griep
build bouw
lifetime levenslange
action rechtszaak
rated gewaardeerd
guard garde
climax hoogtepunt
independent onafhankelijk
equipment materieel
evening avonds
concentrates legt
saint st
diamond diamant
dynasty dynastie
uncertain edwin
belong behoren
establishments stellingen
feelings gevoelens
time tijdstip
tanakh tenach
animals dieren
got raakte
investigate onderzoeken
spontaneous spontane
male mannetje
moments momenten
permanently voorgoed
free vrije
profit winst
fall val
time periode
shoot schieten
breed kweken
clean schone
emolument salaris
player speler
irish ierse
home woning
subspecies ondersoorten
performing uitvoerende
consciousness geweten
severe fel
accord overeenkomt
sharing indeling
operation ingreep
stand gestaan
designs ontwerpen
contested bestreden
walloon waals
went liep
noted genoteerd
mix mengeling
publicly publiekelijk
gender sekse
perceive waarnemen
suffered leed
some geruime
wherein waarin
disc schijf
dominated gedomineerd
contained bevatte
infrastructure infrastructuur
defeated geslagen
heresy ketterij
arranged ingericht
falls valt
monkeys apen
constant voortdurende
targeted gerichte
support ondersteunen
punishable strafbaar
dance dans
fifteenth vijftiende
restoration herstel
plural meervoud
near nabij
captain aanvoerder
longstocking langkous
variable wisselend
worked gewerkt
bottom onderste
part deel
appeared optrad
increase stijgen
turned keerde
included meegenomen
drifted dreven
to erachter
detected vastgesteld
suppresses onderdrukt
saying spreuk
directed geregisseerd
barely nauwelijks
anesthesia verdoving
changeable wisselende
finds vindt
cherished geliefde
inhabited bevolkt
spin spinnen
frequency frequentie
fishes vissen
kidney nier
vibrations trillingen
issued afgegeven
characterised gekenmerkt
fifth vijfde
constitute vormde
green groen
represent vertegenwoordiging
volcanism vulkanisme
swelling zwelling
scared bang
old oud
measure maat
viewers kijkers
send sturen
count tel
effects gevolgen
guided geleide
truce wapenstilstand
harlem haarlemse
requested verzocht
mandatory verplichte
steal stalen
distances afstanden
view opzicht
mystical mystieke
medieval middeleeuwse
is bestaat
interested geïnteresseerd
cell cel
flaming brandende
disappears verdwijnt
extraordinary buitengewoon
match wedstrijd
thumb duim
considered beschouwden
monarchy koningschap
chore koor
nearby nabij
updated bijgewerkt
alternative alternatieve
cover hoes
mr. meneer
readable lezen
persistent aanhoudende
invention uitvinding
netherlands nederlanden
belongs behoort
create creëren
movements bewegingen
younger jongere
common gemeenschappelijk
recognized erkende
accusation aanklacht
liberties vrijheden
blamed beschuldigd
ethnical etnische
stored opgeslagen
increase toegenomen
gallic gallische
instigator grondlegger
catalonian catalaanse
minutes minuten
zonder without
feared vreesde
declaration verklaring
quarter kwartaal
put stelden
society genootschap
yello geel
statement uitspraak
now thans
striking opvallende
discoveries vondsten
buses bussen
widening verwijdering
documentary documentaire
clouds wolken
improved bevorderd
oranje orange
physic fysische
defended verdedigde
lockheed evenwicht
significant flinke
delivered opleveren
emit afgegeven
defined vastgelegd
odds kansen
middleburg middelburg
operation operatie
amounted bedroeg
antwerp antwerpen
fled vluchtte
pigs varkens
starvation honger
happy gelukkig
ask vroegen
moral moraal
really werkelijk
value waarde
more grotere
kinds soorten
popular trek
paint schilderen
sodium natrium
assembled opgezette
kilometre kilometer
number aantal
opportunity gelegenheid
strategical strategisch
obstacles drempel
target doelstelling
socialists socialisten
historiography geschiedschrijving
powerful krachtige
prompt aangedreven
religion godsdienst
resolutions resoluties
abide dragen
thought meenden
friar monnik
percent percentage
possessions bezittingen
leaves bladeren
feudal feodale
hispanic hispania
writing schrift
contents inhoud
indie indië
scandinavia scandinavië
internal interne
possessed bezaten
yes ja
descend afstamming
nonetheless desondanks
bicycle fietsen
acquired verworven
configuration formatie
palestinian palestijnse
put leggen
north noorden
rig uitgerust
vice-president vicepresident
ethical moreel
creation formatie
look kijken
illnesses ziekten
down beneden
played gespeeld
rounds ronden
butchered geslacht
current huidig
version versie
mathematics wiskunde
position functie
native autochtone
kazakhstan kazachstan
cupola koepel
helped hielp
sculptures beeldhouwwerken
years jaar
succeeded lukte
suspected verwachte
chambers kamers
south zuidkant
concerned betrof
posses bezitten
after na
against jegens
potential potentieel
stranger vreemde
everything alles
cup beker
contact omgang
roos rose
significant aanzienlijke
present aanwezig
meer lake
anyone iemand
centroid zwaartepunt
lights lampen
princess prinses
alley steeg
round ronden
takeover machtsovername
unhappiness ontevredenheid
participate deelde
common gangbare
molecules moleculen
mouth monding
spoke sprak
pair paar
choose kiest
undertook ondernam
longer langere
surrounding omringende
shot geschoten
habitation bewoning
medicine geneeskunde
voted gestemd
special speciaal
same evenveel
chernobyl tsjernobyl
remove afgenomen
fulfill vervullen
offered geboden
drop druppel
natural aangeboren
particularly name
sweetest liefst
features functies
subsoil ondergrond
quickest snelste
mexican mexicaanse
shopping boodschappen
cats katten
northern noordelijke
injured gewond
clear los
chart kaart
lighter lichter
unity eenheid
foul overtreding
failed mislukt
write schrijven
fascism fascisme
foundation stichting
temperate matig
independence onafhankelijkheid
met ontmoeten
metres meters
cambodia cambodja
gave gaf
black zwarte
assumes uitgaat
elect kiest
bright felle
number no
attain verkrijgen
flew vloog
sunday zondag
culprit dader
resumed voortgezet
terrains terreinen
suffered leden
west westen
offered boden
room kamer
intercourse geslachtsgemeenschap
attack aanslag
forgotten vergeten
properly behoorlijk
services dienstverlening
joint gezamenlijke
needed hoefde
variation variatie
forms vormt
armenia armenië
frequently frequent
jordan jordaan
functionary functioneert
atheism atheïsme
hosted ondergebracht
strikes rellen
basketball basketbal
steady steun
entire hele
orgasm orgasme
clergy geestelijke
bear verduren
frugal matig
wave golf
big grote
crusaders kruisvaarders
travels reist
wears draagt
warranty garantie
distinguish onderscheidt
acquire verkrijgen
mr meneer
jersey trui
full volle
leak lek
people volk
door by
antilles antillen
derivative afgeleide
breed ras
time keer
injuries verwondingen
reclaimed gewonnen
processes processen
composer componist
attractions attracties
bowels darmen
purposely opzettelijk
nightwatch nachtwacht
erected gevestigd
term periode
give verlenen
suffered geleden
routine praktijk
recession recessie
rings ringen
responsibility verantwoordelijkheid
settlements nederzettingen
intensive intensief
occupation bezetting
extensions uitbreidingen
courage moed
earthly aardse
hurricanes orkanen
deferred uitgesteld
legions legioenen
stories verhalen
lowest laagste
supposed veronderstelde
external externe
interpretation interpretatie
vary variëren
castile castilië
reproduction voortplanting
signs verschijnselen
alexander aleksandr
twins tweelingen
recording opname
letter brief
premises panden
ruled overheerst
played vertolkt
turns gaat
cyclones cyclonen
pair stel
varied afwisselend
obvious opvallend
influential invloedrijke
experience ervaart
hold hielden
counts geldt
mouth bek
habsburg oostenrijkse
final uiteindelijke
nature aard
equal gelijke
coming kom
guild verenigingen
thereafter vervolgens
mestizo halfbloed
send stuurt
egypt egypte
inventor bedenker
expressed geuit
difficulties moeilijkheden
distribution verdeling
dismissal ontslag
was betrof
mainland vasteland
alcohol alcoholgebruik
calculation berekening
towards ertoe
dedicate opgedragen
quoted aangehaald
written beschreven
effort inzet
race soort
fastest snelst
acknowledgement erkenning
homebase thuisbasis
hitting raken
sixties zestig
savour proeven
newspapers kranten
entire algehele
provide verzorgen
dark duistere
admired bewonderen
settle vestigen
doors deuren
savage wild
sovereign vorst
share deelde
alphabetical alfabetische
agricultural landbouwproducten
somewhere ergens
criminality criminaliteit
possession bezit
diary logboek
albania albanië
speed snelheid
disturbance stoornis
split deling
author schrijfster
within erin
rise toename
hunt jacht
knew wist
modernization modernisering
mountains bergen
spent besteedde
assets activa
failed slaagde
released komen
drops daalt
assault aanslag
considerable aanmerkelijk
position ligging
axis as
tourist toeristische
public openbare
amounts aantallen
social sociaal
caves grotten
to ter
father vader
kasteel castle
researches onderzoekt
guiding bepalend
had beschikte
muslim moslim
places plekken
separate afzonderlijk
colder kouder
announced kondigde
present tegenwoordige
catch opgevangen
accelerated versneld
southern zuidelijk
hemp cannabis
office instantie
large groot
scheme opzet
usable bruikbaar
conduct voert
provided geboden
regulation regeling
expansion expansie
appealing aantrekkelijk
wages lonen
theft diefstal
saint sint
bend bocht
beautiful mooie
royalty koninklijke
no nr
knew wisten
meanwhile ondertussen
heroes helden
mattheus matthew
adhere gehouden
based gebaseerde
nature natuurreservaat
frisian friese
plan stelsel
multiple veelvuldig
mainly overwegend
groups groepen
digestion ontsluiting
happens gebeurt
pelt vacht
produced voortgebracht
shared deelde
judged beoordeeld
concentrations concentraties
milan milaan
precisely juist
use nut
lawsuit rechtszaak
formation formatie
deduction vermindering
brothers gebroeders
polity staatsinrichting
depression depressie
firstly eerst
trial proces
the het
dutch nederlandstalige
raise heffen
crime misdrijf
walking lopende
appointed toegewezen
documents documenten
ruptures scheuren
summit spits
crosses overgaat
compromise compromis
pandemic pandemie
hot heet
anemia anemie
shoots schiet
let liet
before eerder
prior voorafgaande
penetration penetratie
checking controleren
biggest grootste
adventures avonturen
painful pijnlijke
joint gewricht
ways wegen
pair tweetal
from van
used verwerkt
arachnids spinachtigen
travel reis
shown getoond
promotion promotie
some sommige
repeatedly herhaaldelijk
states deelstaten
agreements overeenkomsten
berlin berlijnse
crowned gekroond
living woonachtig
southwest zuidwest
two twee
sounded luidde
representing vertegenwoordigen
defined bepaalde
mutual onderling
mate stuurman
remember herinneren
usage spraakgebruik
chords akkoorden
gigantic reusachtige
statement uitspraken
antenna antenne
communes gemeenten
logically logisch
actually degelijk
strategic strategische
lasted duurde
separate aparte
foreign afwijkende
offspring nageslacht
effect uitwerking
financial financieel
charter handvest
organ orgel
remorse medelijden
had moest
allies geallieerden
heaviest zwaarste
agrarian agrarische
encyclopaedia encyclopedie
owned bezat
published gepubliceerd
passionate brandende
was luidde
efforts inspanningen
calculate rekenen
strike staking
feel voelen
send zenden
decomposition afbraak
agglomeration agglomeratie
after achter
reactions reacties
disappeared verdwenen
physical fysieke
there er
smaller kleiner
coat vacht
chase drijven
unit eenheid
nationality nationaliteit
slow langzame
extract trok
governed geregeerd
actuality werkelijkheid
paper blad
different verscheidene
supply verstrekt
lived woonde
compositions composities
calls oproepen
surely zeker
nfl knvb
chilean chileense
populated bevolkt
arrears achterstand
association samenhang
couple stel
introduced geïntroduceerd
undertake ondernemen
search zoektocht
association verenigingen
going gaande
pope paus
artistic artistieke
corners hoeken
information gegevens
english-language engelstalige
valid geldig
attribute schrijven
rocks rotsen
coincidence toevallig
components bestanddelen
rash uitslag
flags vlaggen
successful geslaagd
silt leem
terminate beëindigen
golden goud
neighbourhoods buurten
mechanism mechanisme
philosophy filosofie
reserves inhoudt
balloon ballon
desire wens
en and
functions functioneert
cologne keulen
dikes dijken
asked vroegen
moroccan marokkaanse
illnesses ziektes
ran reed
inside binnenkant
appears lijkt
succeed slaagt
fundamental fundamenteel
begins begint
named genaamd
cared verzorgd
occupied ingenomen
champion landskampioen
screen schermen
clear helder
chair stoel
up op
clip filmpje
insufficient onvoldoende
celebration viering
expenses uitgaven
crops gewassen
increase toename
has beschikt
attitude gedrag
due wegens
remote afgelegen
subtropical subtropisch
moral morele
previous voormalige
roman roomse
tender aanbieden
leads leidt
consumption consumptie
learn leren
fashion mode
try poging
strengthened versterkte
seventh zevende
variety uiteenlopende
university academisch
duchy hertogdom
workers arbeiders
city stads
became raakte
took vond
temple tempel
gentlemen heren
ln nb
grasp greep
option optie
formats formaten
communal gemeentelijke
obtained gekregen
need hoeven
mentioned vermeld
mecca mekka
severe hevige
established vestigde
we wij
cafes cafés
technical technisch
corps lijk
view beschouwing
our ons
use gebruik
time tijden
disputed betwist
show voorstelling
declared verklaard
loans leningen
discrimination discriminatie
wished wenste
spread verspreid
illusion illusie
film filmen
happy blij
becomes raakt
prohibit verbieden
near vlakbij
daylight daglicht
chocolate chocolade
named heette
others anderen
collaboration medewerking
quick snelle
death overlijden
anatomy anatomie
stronger sterker
so dermate
depth diepte
felt voelen
son zoon
lists lijsten
telegraph telegraaf
approximately schatting
places ruimtes
giza gizeh
are verlopen
meanwhile inmiddels
decorated versierd
vat btw
endure verduren
stage rit
from vanuit
latitude breedtegraad
world werelds
bourse beurs
night nacht
islamic islamitisch
ancient antieke
editors redactie
obvious duidelijk
subsequently vervolgens
denying ontkennen
accused beschuldigd
complicated ingewikkelde
hurdles hordelopen
director regisseur
motivation motivatie
touches raakt
recognised erkend
beforehand vooraf
cause zaak
condenser condensator
suspicion vermoeden
recently onlangs
scored scoorde
suspicious verdacht
climates klimaten
subtropical subtropische
took kostte
amsterdam amsterdammers
geometry meetkunde
all allen
guilty schuldig
helper assistent
famous befaamde
fired ontslagen
study bestudeert
served bediend
dutch nederlands
develop ontwikkelen
finalize vormde
saturday zaterdag
angels engelen
so hierom
trust vertrouwen
covered overdekte
first eerste
stad town
exceptional uitzonderlijke
quantity hoeveelheden
airports luchthavens
clergymen geestelijken
industries industrieën
find vondst
liquid vloeibare
dali dalí
housing huisvesting
ver verwerking
assigned toegekend
along mee
doctor arts
restored herstelde
dutch nederlandse
south-east zuidoosten
preceded ging
feast feest
royal royaal
appeared verschenen
incorrect onjuist
section groep
recognise erkennen
explain verklaren
olympic olympische
organised georganiseerd
ethical ethische
grants wenst
principles beginselen
renovated verbouwd
stood stonden
next naast
reason aanleiding
urge neiging
candidate kandidaat
filming filmen
trustworthy betrouwbare
husband echtgenoot
easy makkelijk
surname kernen
final definitief
pyrenees pyreneeën
message boodschap
refuse weigerden
terrain terrein
likelihood waarschijnlijkheid
erupted vloog
etymology etymologie
interpreted geïnterpreteerd
greeks grieken
agreed stemde
soldiers soldaten
competence effectiviteit
ripe oud
expires verloopt
diarrhea diarree
continuously voortdurend
telefilm televisiefilm
antique antieke
took duurde
numbers cijfers
shooting schieten
released uitgebrachte
objects objecten
dated gedateerd
live wonen
goals doelpunten
cultivate kweken
groningen groninger
circle cirkel
ideas ideeën
paradise paradijs
company maatschappij
criticized bekritiseerd
center centre
dare wagen
unclear onduidelijk
wonder prodigy
smells geuren
assumes gaat
bob trok
affirmation bevestiging
increases stijgt
tabaco tabak
effectively werkelijk
relationship relatie
peace vrede
clarity helderheid
accurate nauwkeurig
judge rechter
housed ondergebracht
all alles
rumor gerucht
merchants handelaren
threw stortte
rage woede
easter paasfeest
charged belast
topic onderwerp
topography topografie
regulate regelen
civilian burger
behavior gedrag
capital hoofdstad
halls hals
reforms hervormingen
sporting sportieve
tour tocht
since sinds
portraits portretten
introduced ingevoerd
artillery artillerie
. koop
special buitengewoon
low matige
fairness rechtvaardigheid
based gebaseerd
other overige
sweet mooie
equal gelijk
converted omgezet
whole geheel
new nieuw
position standpunt
basis infrastructuur
prosperous welvarende
great ruime
all aller
died sterven
offers biedt
healthy gezond
required voldeed
borders grenzen
intercourse omgang
shadow schaduw
continued bestaan
varieties variëteiten
peter pieten
spanish spanjaarden
coloured gekleurd
entering betreden
adjustment aanpassing
reality werkelijkheid
concerned bezighoudt
numbers aantallen
connection betrekking
department afdeling
influence beïnvloeden
scene scène
designed ontwierp
called geroepen
that datzelfde
relics relieken
over ruim
lost verloren
fact feit
bargain onderhandelingen
matters aangelegenheden
symbolical symbolisch
original oorspronkelijk
vienna wenen
met ft
malfoy malfidus
abortion abortus
craters kraters
factors factoren
clean schoon
eventually tenslotte
possibly eventueel
handling omgang
paycheck salaris
centerpoint kern
prior voorafgaand
lair hol
economy economie
continued vervolgde
components onderdelen
relationships verhoudingen
cologne köln
tendency stromingen
hair beharing
digital digitaal
formed opgesteld
plains pleinen
dominance dominantie
sexual seksuele
disabled uitgeschakeld
fidelity trouw
violent hevige
escape ontsnapte
regimen stelsel
found vonden
propagated afgegeven
region gewest
performs voert
sailing cruise
interpret vertolkt
thorough degelijk
kidnap ontvoerd
